,criminal,food,female,fish,communication,no-cat,all,mammal,relation,bird,object,measure,animal,mean
imposter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rooster,0.0,0.0,0.0,0.0,0.0,0.0,0.0032431134119978995,0.0,0.0,0.003451599663416691,0.0032915037803820236,0.0,0.003077253841724964,0.0010048823613478138
adventurer,0.0,0.0,0.0,0.0,0.0,0.0,0.0010459016689613402,0.0,0.0,0.0,0.0010663485237267468,0.0,0.0,0.0001624807840529298
stallion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chairman,0.0,0.0,0.0,0.0,0.0,0.0,0.0002793840587734881,0.0,0.0,0.0,0.0002833293377325208,0.0,0.0,4.32856458850776e-05
manager,0.0,0.0,0.0,0.0,0.0,0.0,0.000655288175396298,0.0,0.0,0.0,0.0006662567294441021,0.0,0.0,0.00010165730037233847
headmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buck,0.0,0.0,0.0,0.0,0.0,0.0,0.001035072655090751,0.0013158828851193923,0.0,0.0,0.0010508594556216206,0.0017254126608961357,0.0011790007420824243,0.0004850944922161788
god,0.0,0.0,0.0,0.0,0.0,0.0,0.004361165373634603,0.0,0.0,0.0,0.004389189860453157,0.0,0.0,0.0006731042487759815
tiger,0.0,0.0,0.0,0.0,0.0,0.0,0.0011099994277930028,0.0012755795183954466,0.0,0.0,0.0011323318304232034,0.0,0.0011277359606860066,0.0003573574413305892
master,0.0,0.0,0.0,0.0,0.0,0.0,0.0007326787433626744,0.0,0.0,0.0,0.0007355607660095228,0.0,0.0,0.00011294150072093825
czar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policeman,0.0,0.0,0.0,0.0,0.0,0.0,0.002977096170667279,0.0,0.0,0.0,0.003031417048399573,0.0,0.0,0.000462193324543604
prince,0.0,0.0,0.0,0.0,0.0,0.0,0.001541843796584051,0.0,0.0,0.0,0.0015608769455930807,0.0,0.0,0.00023867082632131784
homeboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathologist,0.0,0.0,0.0,0.0,0.0,0.0,0.002550793956573861,0.0,0.0,0.0,0.0026088525312643347,0.0,0.0,0.0003968958836798612
scorer,0.0,0.0,0.0,0.0,0.0,0.0,0.0001916975557226021,0.0,0.0,0.0,0.00019399937750057852,0.0,0.0,2.9668994863321588e-05
leader,0.0,0.0,0.0,0.0,0.0,0.0,0.0002203501437574634,0.0,0.0,0.0,0.00022319125104339083,0.0,0.0,3.411856883083494e-05
biologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0003231762736712333,0.0,0.0,0.0,0.00032832186304472907,0.0,0.0,5.011524128584326e-05
peacock,0.0,0.0,0.0,0.0,0.0,0.0,0.001911955404681719,0.0,0.0,0.0020167220315750844,0.0019386469090685709,0.0,0.002006034798924305,0.0006056430110961292
liberal,0.0,0.0,0.0,0.0,0.0,0.0,0.0002541340471026326,0.0,0.0,0.0,0.00025782705443317197,0.0,0.0,3.938162319506189e-05
pioneer,0.0,0.0,0.0,0.0,0.0,0.0,0.0013913206483212725,0.0,0.0,0.0,0.0014080411546415874,0.0,0.0,0.00021533552330483535
guard,0.0,0.0,0.0,0.0,0.0,0.0,0.0008550936812032245,0.0,0.0,0.0,0.0008740412807000303,0.0,0.0,0.00013301038168486576
sidekick,0.0,0.0,0.0,0.0,0.0,0.0,0.005715399960823825,0.0,0.0,0.0,0.005797205368387101,0.0,0.0,0.0008855850253239174
hematologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godfather,0.0,0.0,0.0,0.0,0.0,0.0,0.007013208952882385,0.0,0.0,0.0,0.007108523903377185,0.0,0.0,0.0010862871427891976
bassist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
federalist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hippy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daddy,0.0,0.0,0.0,0.0,0.0,0.0,0.027142680161136887,0.0,0.0,0.0,0.027711217206660917,0.0,0.0,0.004219530566753677
spokesman,0.0,0.0,0.0,0.0,0.0,0.0,0.0007719774705738885,0.0,0.0,0.0,0.0007801002523476739,0.0,0.0,0.00011939059407088943
assistant,0.0,0.0,0.0,0.0,0.0,0.0,0.0001354419121901295,0.0,0.0,0.0,0.0001371224815099609,0.0,0.0,2.096649182308388e-05
idiot,0.0,0.0,0.0,0.0,0.0,0.0,0.004773321470751081,0.0,0.0,0.0,0.004757574887502635,0.0,0.0,0.0007331458737118243
duke,0.0,0.0,0.0,0.0,0.0,0.0,0.0009958708539613526,0.0,0.0,0.0,0.0010125264091927354,0.0,0.0,0.0001544920971656991
boxer,0.0,0.0,0.0,0.0,0.0,0.0,0.005417839830645409,0.004903844473226057,0.0,0.0,0.005503220668521029,0.0,0.004882528456755734,0.001592879494549864
brother,0.0,0.0,0.0,0.0,0.0,0.0,0.017926056398990222,0.0,0.0,0.0,0.018175194154289864,0.0,0.0,0.0027770192733292376
tsar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inmate,0.0,0.0,0.0,0.0,0.0,0.0,0.0014126082048125871,0.0,0.0,0.0,0.0014300088106015785,0.0,0.0,0.0002186628473395512
concierge,0.0,0.0,0.0,0.0,0.0,0.0,0.007376848523226405,0.0,0.0,0.0,0.0074322739598554855,0.0,0.0,0.0011391632679293763
neurobiologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groom,0.0,0.0,0.0,0.0,0.0,0.0,0.0015084998135486997,0.0,0.0,0.0,0.0015320831288575987,0.0,0.0,0.00023389099556971526
friar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lover,0.0,0.0,0.0,0.0,0.0,0.0,0.01430866737566228,0.0,0.0,0.0,0.01451147197254058,0.0,0.0,0.0022169337960156045
twin,0.0,0.0,0.0,0.0,0.0,0.0,0.0036216196100608677,0.0,0.0,0.0,0.003703819303715765,0.0,0.0,0.000563495301059741
batman,0.0,0.0,0.0,0.0,0.0,0.0,0.0011111123535032887,0.0,0.0,0.0,0.0011204305937200362,0.0,0.0,0.00017165714978640962
king,0.0,0.0,0.0,0.0,0.0,0.0,0.000775135211070615,0.0,0.001021680950580542,0.0,0.000786556263143774,0.0,0.0,0.00019872095575345624
lion,0.0,0.0,0.0,0.0,0.0,0.0,0.007681027194927411,0.008377144314427364,0.0,0.0,0.007778884520634587,0.0,0.007828604926709337,0.002435820073592208
ally,0.0,0.0,0.0,0.0,0.0,0.0,0.0007407860854251393,0.0,0.0,0.0,0.0007514251473136014,0.0,0.0,0.0001147854794414416
comrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0016743098683374203,0.0,0.0,0.0,0.0016889200891245751,0.0,0.0,0.0002587099967278458
trafficker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiance,0.0,0.0,0.0,0.0,0.0,0.0,0.021667740142821173,0.0,0.0,0.0,0.021879430346199456,0.0,0.0,0.003349782345309279
founder,0.0,0.0,0.0,0.0,0.0,0.0,0.0023085746785271592,0.0,0.0,0.0,0.0023260175859689835,0.0,0.0,0.00035650709726893406
uncle,0.0,0.0,0.0,0.0,0.0,0.0,0.005868128366352192,0.0,0.0,0.0,0.005974227635088244,0.0,0.0,0.0009109504616492644
refugee,0.0,0.0,0.0,0.0,0.0,0.0,0.0005113799670206965,0.0,0.0,0.0,0.0005183610172526696,0.0,0.0,7.92108449441051e-05
lifeguard,0.0,0.0,0.0,0.0,0.0,0.0,0.010705645681303255,0.0,0.0,0.0,0.010861924854972388,0.0,0.0,0.0016590438874058188
monastic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boar,0.0,0.0,0.0,0.0,0.0,0.0,0.0031667984971177525,0.003955111405129924,0.0,0.0,0.00320512038848571,0.0,0.003905029349244684,0.0010947738184598516
suitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cofounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businessman,0.0,0.0,0.0,0.0,0.0,0.0,0.0010245068474394696,0.0,0.0,0.0,0.0010409149724511673,0.0,0.0,0.000158878601530049
heir,0.0,0.0,0.0,0.0,0.0,0.0,0.0011461325545205822,0.0,0.0,0.0,0.0011692296984523406,0.0,0.0,0.0001781047886902248
