context,n_pos,total_pos,n_neg,total_neg
peak,3,16,1,16
acceptable,3,16,0,16
artery,3,16,0,16
projected,3,16,1,16
rogers,3,16,0,16
scarce,3,16,0,16
sauerkraut,3,16,1,16
strawberry,3,16,1,16
convince,3,16,1,16
desserts,3,16,2,16
automotive,3,16,1,16
generally,3,16,2,16
liberally,3,16,0,16
commercially,3,16,1,16
submerge,3,16,1,16
sprouts,3,16,1,16
centerpiece,3,16,1,16
rainbow,3,16,1,16
refusing,3,16,1,16
weakened,3,16,1,16
backbone,3,16,0,16
eel,3,16,0,16
carton,3,16,0,16
proportion,3,16,1,16
ashley,3,16,1,16
downgraded,3,16,1,16
presenting,3,16,0,16
truffle,3,16,0,16
woo,3,16,0,16
salami,3,16,1,16
foxes,3,16,0,16
wrappers,3,16,0,16
kabul,3,16,0,16
flair,3,16,1,16
transform,3,16,1,16
hicks,3,16,1,16
creditors,3,16,0,16
disguised,3,16,0,16
reserving,3,16,0,16
loosely,3,16,2,16
lavish,3,16,0,16
answered,3,16,0,16
sake,3,16,0,16
barnyard,3,16,0,16
beat,3,16,0,16
merchant,3,16,0,16
welcomed,3,16,0,16
indefinitely,3,16,0,16
di,3,16,0,16
aunt,3,16,0,16
tired,3,16,0,16
commander,3,16,0,16
shouted,3,16,0,16
spanish,3,16,0,16
demi,3,16,0,16
buyers,3,16,0,16
grouse,3,16,0,16
pickled,3,16,1,16
loss,3,16,1,16
whites,3,16,1,16
extent,3,16,1,16
prunes,3,16,1,16
highlight,3,16,1,16
madagascar,3,16,0,16
replaces,3,16,1,16
adventure,3,16,1,16
organ,3,16,0,16
equals,3,16,0,16
noises,3,16,0,16
shepherd,3,16,1,16
authentic,3,16,1,16
increases,3,16,1,16
settling,3,16,1,16
lent,3,16,0,16
effects,3,16,1,16
accounted,3,16,0,16
hotels,3,16,0,16
batteries,3,16,1,16
sluggish,3,16,0,16
cooperative,3,16,0,16
pungent,3,16,0,16
croutons,3,16,0,16
brittany,3,16,0,16
frontier,3,16,1,16
gloves,3,16,1,16
portrait,3,16,1,16
alexander,3,16,1,16
mentality,3,16,0,16
philippine,3,16,0,16
jakarta,3,16,0,16
suffer,3,16,1,16
velvet,3,16,0,16
iraqis,3,16,0,16
centre,3,16,0,16
formula,3,16,0,16
spared,3,16,0,16
suburb,3,16,0,16
ark,3,16,0,16
intensified,3,16,1,16
funeral,3,16,1,16
harlem,3,16,1,16
depends,3,16,1,16
avert,3,16,0,16
resolve,3,16,0,16
responding,3,16,1,16
searches,3,16,0,16
locations,3,16,0,16
ripe,3,16,0,16
cleaner,3,16,0,16
ashes,3,16,1,16
circles,3,16,1,16
butler,3,16,0,16
substitutes,3,16,1,16
parallel,3,16,0,16
persian,3,16,0,16
montana,3,16,0,16
occasion,3,16,1,16
caviar,3,16,1,16
angered,3,16,0,16
output,3,16,1,16
tapenade,3,16,0,16
carol,3,16,0,16
rating,3,16,1,16
specify,3,16,0,16
arrival,3,16,0,16
psychological,3,16,1,16
stations,3,16,1,16
brains,3,16,0,16
borne,3,16,0,16
foster,3,16,1,16
comfortably,3,16,1,16
wondering,3,16,0,16
km,3,16,1,16
lacks,3,16,0,16
districts,3,16,0,16
enriched,3,16,0,16
worm,3,16,0,16
indonesia,3,16,0,16
floated,3,16,0,16
darker,3,16,0,16
abnormal,3,16,0,16
universal,3,16,0,16
genetic,3,16,0,16
continent,3,16,1,16
silky,3,16,0,16
defendants,3,16,0,16
donors,3,16,0,16
giblet,3,16,0,16
convertible,3,16,0,16
dissolve,3,16,1,16
petroleum,3,16,1,16
fault,3,16,0,16
solidified,3,16,0,16
embryonic,3,16,0,16
engineered,3,16,1,16
relevant,3,16,1,16
dams,3,16,1,16
fairy,3,16,0,16
reactions,3,16,1,16
facts,3,16,0,16
reducing,3,16,0,16
duct,3,16,1,16
sacrifices,3,16,0,16
earthy,3,16,0,16
scallop,3,16,0,16
powerhouse,3,16,1,16
breath,3,16,1,16
roosevelt,3,16,0,16
roe,3,16,0,16
beet,3,16,0,16
rounded,3,16,1,16
stability,3,16,0,16
turnips,3,16,1,16
mel,3,16,0,16
luscious,3,16,0,16
cocktail,3,16,0,16
supervision,3,16,0,16
minimum,3,16,1,16
umbrella,3,16,0,16
outline,3,16,0,16
markedly,3,16,0,16
neatly,3,16,0,16
tinged,3,16,0,16
celebrations,3,16,0,16
commodity,3,16,1,16
kremlin,3,16,0,16
terrorist,3,16,0,16
mummified,3,16,0,16
altar,3,16,0,16
mars,3,16,1,16
textiles,3,16,1,16
compounded,3,16,0,16
adverse,3,16,0,16
lacquered,3,16,0,16
ownership,3,16,1,16
click,3,16,0,16
charismatic,3,16,1,16
clogged,3,16,0,16
liner,3,16,0,16
sharon,3,16,0,16
mason,3,16,0,16
schemes,3,16,0,16
scores,3,16,0,16
worms,3,16,0,16
fraud,3,16,0,16
potted,3,16,0,16
nobel,3,16,1,16
pros,3,16,0,16
flowed,3,16,0,16
helpless,3,16,0,16
cedar,3,16,0,16
moreover,3,16,1,16
arose,3,16,0,16
recovers,3,16,0,16
chambers,3,16,1,16
establishment,3,16,0,16
mythology,3,16,0,16
crosby,3,16,0,16
murky,3,16,0,16
song,3,16,0,16
quartet,3,16,0,16
sparrow,3,16,0,16
gordon,3,16,0,16
is,3,16,1,16
desert,3,16,0,16
quest,3,16,0,16
disappearance,3,16,0,16
insists,3,16,1,16
funny,3,16,1,16
bbc,3,16,0,16
thriller,3,16,0,16
rebellious,3,16,0,16
candidate,3,16,1,16
schools,3,16,1,16
musicians,3,16,1,16
signing,3,16,1,16
li,3,16,1,16
true,3,16,1,16
escape,3,16,1,16
camp,3,16,1,16
own,3,16,2,16
bass,3,16,1,16
24,3,16,2,16
creepy,3,16,0,16
critic,3,16,0,16
jokes,3,16,1,16
delighted,3,16,1,16
boot,3,16,0,16
landslide,3,16,1,16
emphasis,3,16,0,16
lance,3,16,1,16
defines,3,16,1,16
definite,3,16,0,16
guitarist,3,16,1,16
bragging,3,16,0,16
klein,3,16,0,16
sweat,3,16,1,16
cheer,3,16,0,16
inspiration,3,16,1,16
straw,3,16,1,16
seaside,3,16,0,16
earliest,3,16,0,16
tennessee,3,16,1,16
tendency,3,16,0,16
hopefully,3,16,0,16
wandering,3,16,0,16
recruiting,3,16,0,16
adjoining,3,16,1,16
beatles,3,16,0,16
weekend,3,16,1,16
vacation,3,16,1,16
assume,3,16,0,16
musician,3,16,1,16
authorization,3,16,0,16
regard,3,16,1,16
engagement,3,16,1,16
riot,3,16,0,16
vineyard,3,16,0,16
strictly,3,16,1,16
partly,3,16,1,16
dawn,3,16,1,16
davis,3,16,1,16
europe,3,16,1,16
hillary,3,16,1,16
places,3,16,1,16
desperate,3,16,1,16
whereas,3,16,1,16
health,3,16,1,16
admission,3,16,1,16
husband,3,16,1,16
stepped,3,16,2,16
marry,3,16,1,16
period,3,16,1,16
clinic,3,16,1,16
threats,3,16,1,16
originally,3,16,1,16
birthday,3,16,2,16
knockout,3,16,2,16
deeply,3,16,3,16
seasonal,3,16,2,16
major,3,16,2,16
otherwise,3,16,2,16
tailed,3,16,0,16
like,3,16,2,16
double,3,16,1,16
1961,3,16,0,16
clinton,3,16,1,16
election,3,16,1,16
cruise,3,16,1,16
expectations,3,16,1,16
ferdinand,3,16,0,16
conservatives,3,16,1,16
credibility,3,16,0,16
symbolic,3,16,0,16
dole,3,16,1,16
maine,3,16,0,16
error,3,16,1,16
tag,3,16,1,16
nobody,3,16,2,16
chatham,3,16,0,16
biological,3,16,1,16
democratic,3,16,1,16
troublesome,3,16,0,16
strategic,3,16,0,16
os,3,16,0,16
belong,3,16,0,16
outlawed,3,16,1,16
nominee,3,16,1,16
tens,3,16,1,16
buildup,3,16,1,16
broadcasting,3,16,1,16
accountability,3,16,1,16
chalk,3,16,0,16
satisfy,3,16,1,16
blessing,3,16,0,16
principles,3,16,0,16
muscular,3,16,0,16
obligations,3,16,0,16
integration,3,16,0,16
darren,3,16,0,16
gross,3,16,1,16
slavery,3,16,0,16
heather,3,16,0,16
aspirations,3,16,1,16
manning,3,16,0,16
airborne,3,16,0,16
skeleton,3,16,0,16
weaken,3,16,0,16
positively,3,16,0,16
philippines,3,16,2,16
flight,3,16,1,16
great,3,16,1,16
carved,3,16,1,16
hidden,3,16,2,16
spiritual,3,16,1,16
hills,3,16,0,16
decline,3,16,1,16
wary,3,16,1,16
designated,3,16,1,16
chasing,3,16,2,16
armstrong,3,16,1,16
encouraged,3,16,1,16
republic,3,16,1,16
liberal,3,16,1,16
brilliant,3,16,0,16
tyler,3,16,2,16
biggest,3,16,2,16
poor,3,16,2,16
party,3,16,1,16
already,3,16,3,16
decoy,3,16,0,16
mines,3,16,0,16
permanently,3,16,0,16
solitary,3,16,0,16
glasses,3,16,0,16
parliament,3,16,0,16
minister,3,16,1,16
mainly,3,16,1,16
ministers,3,16,1,16
stance,3,16,0,16
refuses,3,16,0,16
december,3,16,0,16
diplomatic,3,16,1,16
denied,3,16,0,16
welfare,3,16,0,16
bosnia,3,16,0,16
attend,3,16,0,16
obstacle,3,16,0,16
elections,3,16,0,16
criticism,3,16,1,16
formally,3,16,0,16
path,3,16,0,16
fled,3,16,1,16
tense,3,16,0,16
independent,3,16,0,16
aimed,3,16,2,16
agreements,3,16,0,16
heading,3,16,0,16
bangladesh,3,16,0,16
ireland,3,16,0,16
constitution,3,16,0,16
meetings,3,16,0,16
vote,3,16,1,16
groups,3,16,1,16
colin,3,16,0,16
defeat,3,16,0,16
draw,3,16,2,16
champions,3,16,0,16
foe,3,16,0,16
enemy,3,16,0,16
initiative,3,16,0,16
penalty,3,16,0,16
unpopular,3,16,0,16
mandate,3,16,0,16
striker,3,16,0,16
blamed,3,16,1,16
frequent,3,16,0,16
premier,3,16,1,16
differences,3,16,1,16
willing,3,16,1,16
pleased,3,16,0,16
policies,3,16,0,16
devastating,3,16,1,16
candidates,3,16,1,16
supporters,3,16,0,16
politician,3,16,0,16
championship,3,16,1,16
goals,3,16,0,16
remarks,3,16,1,16
2010,3,16,0,16
prison,3,16,0,16
coordination,3,16,0,16
opener,3,16,0,16
awaiting,3,16,0,16
prospect,3,16,1,16
arrangement,3,16,1,16
cabinet,3,16,0,16
curb,3,16,0,16
briefing,3,16,0,16
beating,3,16,0,16
awarded,3,16,0,16
qualified,3,16,2,16
previously,3,16,2,16
rejecting,3,16,0,16
drug,3,16,1,16
ratified,3,16,1,16
organizations,3,16,1,16
conducted,3,16,1,16
frustrated,3,16,0,16
prone,3,16,1,16
actions,3,16,0,16
visa,3,16,1,16
qualify,3,16,2,16
liverpool,3,16,0,16
departure,3,16,0,16
tolerate,3,16,0,16
wounding,3,16,0,16
underscored,3,16,0,16
respected,3,16,0,16
sends,3,16,2,16
responsibility,3,16,1,16
defensive,3,16,0,16
batman,3,16,0,16
overwhelming,3,16,2,16
direct,3,16,2,16
suspicion,3,16,1,16
bidding,3,16,1,16
advisory,3,16,1,16
thus,3,16,2,16
crippled,3,16,0,16
gunmen,3,16,1,16
shaky,3,16,0,16
injuries,3,16,1,16
feeling,3,16,2,16
behalf,3,16,0,16
priorities,3,16,0,16
leap,3,16,0,16
unable,3,16,2,16
ended,3,16,2,16
enters,3,16,0,16
emerge,3,16,1,16
enacted,3,16,0,16
basis,3,16,1,16
prix,3,16,0,16
edging,3,16,0,16
property,3,16,0,16
atomic,3,16,1,16
automatically,3,16,1,16
zambia,3,16,1,16
disappointing,3,16,0,16
defeating,3,16,0,16
endless,3,16,0,16
runner,3,16,0,16
boucher,3,16,0,16
angry,3,16,1,16
transformation,3,16,1,16
zimbabwe,3,16,1,16
subsequently,3,16,0,16
challenging,3,16,1,16
parade,3,16,0,16
silva,3,16,0,16
subjected,3,16,1,16
exploiting,3,16,0,16
sprawling,3,16,1,16
respectively,3,16,1,16
unresolved,3,16,0,16
stunning,3,16,1,16
pathogenic,3,16,0,16
pains,3,16,0,16
teammates,3,16,1,16
determining,3,16,1,16
franco,3,16,1,16
unveiled,3,16,0,16
slim,3,16,0,16
matthews,3,16,1,16
eyeing,3,16,0,16
coincide,3,16,0,16
veterans,3,16,0,16
dreams,3,16,0,16
demonstrates,3,16,0,16
handing,3,16,1,16
televised,3,16,0,16
ditch,3,16,0,16
deprived,3,16,0,16
frosty,3,16,0,16
restructuring,3,16,0,16
muted,3,16,0,16
elimination,3,16,1,16
advises,3,16,0,16
nail,3,16,1,16
ineffective,3,16,0,16
taxes,3,16,1,16
inevitably,3,16,1,16
surplus,3,16,1,16
rainfall,3,16,0,16
fundamentals,3,16,0,16
liners,3,16,0,16
tier,3,16,0,16
destructive,3,16,0,16
pheasant,3,16,1,16
romance,3,16,0,16
gill,3,16,0,16
memorial,3,16,0,16
pollock,3,16,1,16
testify,3,16,0,16
conceal,3,16,0,16
designation,3,16,0,16
windsor,3,16,0,16
cardinals,3,16,0,16
gratin,3,16,1,16
senators,3,16,1,16
weed,3,16,0,16
tract,3,16,0,16
lord,3,16,2,16
dallas,3,16,1,16
dean,3,16,0,16
eddie,3,16,0,16
wizard,3,16,1,16
dunn,3,16,0,16
jamie,3,16,1,16
performers,3,16,0,16
tracy,3,16,1,16
allan,3,16,0,16
lab,3,16,1,16
donovan,3,16,0,16
brad,3,16,1,16
diane,3,16,0,16
marshall,3,16,0,16
benjamin,3,16,0,16
incumbent,3,16,1,16
reid,3,16,1,16
stuart,3,16,0,16
wisdom,3,16,1,16
alex,3,16,0,16
ricky,3,16,0,16
knight,3,16,1,16
chat,3,16,0,16
hawkins,3,16,0,16
exhibit,3,16,0,16
kiwis,3,16,1,16
outlined,3,16,0,16
plowed,3,16,0,16
prey,3,16,0,16
lineup,3,16,1,16
lara,3,16,0,16
pants,3,16,1,16
alec,3,16,1,16
wade,3,16,0,16
aura,3,16,0,16
float,3,16,1,16
pencil,3,16,0,16
paradise,3,16,1,16
hunting,3,16,1,16
singh,3,16,0,16
whistle,3,16,0,16
stork,2,16,0,16
pelican,2,16,0,16
setter,2,16,0,16
billingsley,2,16,0,16
volleyball,2,16,2,16
aquarium,2,16,1,16
necked,2,16,0,16
acquired,2,16,2,16
maintenance,2,16,1,16
carl,2,16,1,16
integrate,2,16,0,16
ibis,2,16,0,16
morocco,2,16,0,16
chooses,2,16,0,16
machine,2,16,2,16
conventions,2,16,1,16
adding,2,16,2,16
quiet,2,16,1,16
reform,2,16,1,16
rhetoric,2,16,0,16
synagogue,2,16,0,16
sherman,2,16,0,16
animals,2,16,2,16
acting,2,16,2,16
hardware,2,16,1,16
aerospace,2,16,1,16
preservation,2,16,1,16
virtual,2,16,1,16
berkeley,2,16,0,16
mating,2,16,0,16
taft,2,16,0,16
mailed,2,16,0,16
leopard,2,16,0,16
nightclub,2,16,0,16
rookeries,2,16,0,16
islamist,2,16,0,16
judiciary,2,16,0,16
vie,2,16,0,16
fever,2,16,0,16
not,2,16,1,16
familiar,2,16,2,16
going,2,16,2,16
torture,2,16,1,16
indigo,2,16,0,16
proprietor,2,16,1,16
mubarak,2,16,1,16
census,2,16,0,16
receivers,2,16,0,16
owns,2,16,1,16
exercising,2,16,0,16
listing,2,16,0,16
everglades,2,16,0,16
make,2,16,3,16
engineers,2,16,1,16
electrical,2,16,1,16
technology,2,16,2,16
nonprofit,2,16,1,16
institute,2,16,2,16
computers,2,16,1,16
windows,2,16,2,16
boards,2,16,1,16
solid,2,16,2,16
helps,2,16,2,16
serious,2,16,1,16
pigeon,2,16,2,16
dress,2,16,2,16
accepts,2,16,1,16
emerged,2,16,2,16
complete,2,16,2,16
died,2,16,1,16
selling,2,16,3,16
nickname,2,16,3,16
courtesy,2,16,0,16
committee,2,16,1,16
soft,2,16,1,16
marvelous,2,16,0,16
mandatory,2,16,0,16
bites,2,16,1,16
behold,2,16,0,16
smugglers,2,16,1,16
contempt,2,16,0,16
tournaments,2,16,1,16
treaties,2,16,0,16
legitimacy,2,16,1,16
supportive,2,16,1,16
calculations,2,16,0,16
calcium,2,16,0,16
surprised,2,16,1,16
textile,2,16,1,16
migrates,2,16,0,16
targeted,2,16,0,16
carries,2,16,1,16
listened,2,16,0,16
bubbling,2,16,0,16
throne,2,16,0,16
collaborators,2,16,0,16
colts,2,16,0,16
boxers,2,16,0,16
classics,2,16,1,16
theodore,2,16,0,16
bred,2,16,1,16
minded,2,16,1,16
dislodged,2,16,0,16
noses,2,16,0,16
protecting,2,16,1,16
flawed,2,16,0,16
profoundly,2,16,0,16
profit,2,16,1,16
novices,2,16,0,16
forecast,2,16,0,16
raid,2,16,1,16
rays,2,16,0,16
ramp,2,16,0,16
qinghai,2,16,0,16
feelings,2,16,0,16
inspiring,2,16,0,16
oppressive,2,16,0,16
iceland,2,16,1,16
heidi,2,16,0,16
insight,2,16,0,16
hired,2,16,1,16
opinions,2,16,1,16
giraffe,2,16,0,16
offspring,2,16,0,16
pickup,2,16,1,16
habits,2,16,1,16
deposition,2,16,0,16
scottish,2,16,1,16
scales,2,16,0,16
kite,2,16,0,16
deliveries,2,16,1,16
crawling,2,16,0,16
cream,2,16,1,16
defenses,2,16,1,16
currents,2,16,0,16
resilient,2,16,0,16
resigned,2,16,1,16
employ,2,16,0,16
remarkably,2,16,0,16
enrolled,2,16,0,16
equity,2,16,0,16
essay,2,16,0,16
dodging,2,16,0,16
roost,2,16,1,16
wildflowers,2,16,0,16
waldorf,2,16,1,16
1965,2,16,1,16
visitors,2,16,1,16
1940,2,16,0,16
twigs,2,16,0,16
accidental,2,16,0,16
administrator,2,16,1,16
bachelor,2,16,0,16
alfred,2,16,0,16
balancing,2,16,0,16
abolishing,2,16,0,16
veiled,2,16,1,16
build,2,16,2,16
uniform,2,16,2,16
budget,2,16,1,16
bud,2,16,0,16
dinosaurs,2,16,1,16
prints,2,16,1,16
creation,2,16,2,16
sales,2,16,1,16
wipe,2,16,2,16
balloons,2,16,0,16
saved,2,16,1,16
restoration,2,16,2,16
kid,2,16,1,16
few,2,16,1,16
triangle,2,16,0,16
pure,2,16,2,16
baguette,2,16,0,16
approached,2,16,1,16
knowledge,2,16,1,16
forged,2,16,1,16
marketing,2,16,1,16
tank,2,16,1,16
existed,2,16,1,16
shorts,2,16,1,16
cigarette,2,16,2,16
intention,2,16,1,16
noteworthy,2,16,0,16
restored,2,16,1,16
recalls,2,16,1,16
retired,2,16,1,16
able,2,16,1,16
studying,2,16,1,16
echoing,2,16,0,16
invest,2,16,1,16
balance,2,16,1,16
choir,2,16,0,16
pat,2,16,1,16
lore,2,16,0,16
reflect,2,16,1,16
upside,2,16,2,16
selection,2,16,1,16
ripped,2,16,2,16
actively,2,16,1,16
translates,2,16,0,16
evidence,2,16,1,16
believe,2,16,1,16
share,2,16,1,16
beloved,2,16,1,16
countless,2,16,0,16
urgent,2,16,1,16
lucky,2,16,2,16
dries,2,16,0,16
flute,2,16,0,16
naming,2,16,2,16
gear,2,16,1,16
harm,2,16,2,16
rocket,2,16,0,16
orders,2,16,1,16
midnight,2,16,1,16
renovations,2,16,0,16
grew,2,16,1,16
quoted,2,16,2,16
fashion,2,16,1,16
security,2,16,2,16
seeds,2,16,2,16
computer,2,16,2,16
platforms,2,16,1,16
boss,2,16,1,16
acquisitions,2,16,0,16
alarm,2,16,2,16
organizing,2,16,0,16
wayne,2,16,2,16
geographic,2,16,2,16
collected,2,16,2,16
hat,2,16,1,16
paper,2,16,2,16
activities,2,16,2,16
steady,2,16,2,16
stick,2,16,3,16
practices,2,16,2,16
installing,2,16,3,16
resulted,2,16,2,16
bet,2,16,2,16
launching,2,16,2,16
eyes,2,16,2,16
meaning,2,16,3,16
las,2,16,0,16
mouth,2,16,2,16
anyone,2,16,2,16
teach,2,16,2,16
modest,2,16,2,16
library,2,16,2,16
alone,2,16,2,16
refusal,2,16,2,16
think,2,16,2,16
report,2,16,2,16
careful,2,16,3,16
expert,2,16,2,16
risen,2,16,2,16
throwing,2,16,3,16
represents,2,16,3,16
actually,2,16,2,16
gully,2,16,0,16
brothel,2,16,0,16
carmel,2,16,0,16
granules,2,16,0,16
vanilla,2,16,0,16
ornamental,2,16,0,16
bat,2,16,1,16
shade,2,16,0,16
spreading,2,16,1,16
hotline,2,16,0,16
trunk,2,16,0,16
prolific,2,16,0,16
blackberries,2,16,0,16
berries,2,16,1,16
han,2,16,0,16
beneath,2,16,1,16
trousers,2,16,0,16
exterior,2,16,1,16
overrun,2,16,0,16
cherries,2,16,0,16
bottomed,2,16,0,16
104,2,16,0,16
intentions,2,16,1,16
magnetic,2,16,1,16
breakdown,2,16,0,16
grim,2,16,0,16
cycle,2,16,1,16
mona,2,16,0,16
tune,2,16,2,16
attraction,2,16,1,16
travel,2,16,1,16
available,2,16,1,16
scream,2,16,1,16
medicine,2,16,1,16
plenty,2,16,1,16
climbing,2,16,2,16
observing,2,16,0,16
okra,2,16,1,16
brother,2,16,2,16
sunny,2,16,1,16
stones,2,16,2,16
cared,2,16,0,16
belongs,2,16,1,16
roses,2,16,0,16
vegetables,2,16,3,16
words,2,16,2,16
downtown,2,16,2,16
suits,2,16,3,16
hart,2,16,0,16
strategist,2,16,0,16
philip,2,16,0,16
illinois,2,16,0,16
towering,2,16,0,16
accidents,2,16,0,16
crashed,2,16,1,16
lifting,2,16,0,16
building,2,16,1,16
meter,2,16,1,16
truck,2,16,1,16
conrad,2,16,0,16
haul,2,16,0,16
crushed,2,16,1,16
crested,2,16,0,16
usa,2,16,0,16
amp,2,16,2,16
dalton,2,16,0,16
bulldozer,2,16,0,16
inspected,2,16,0,16
operated,2,16,1,16
mill,2,16,1,16
dismantling,2,16,0,16
loading,2,16,0,16
load,2,16,2,16
psychiatrist,2,16,0,16
badge,2,16,1,16
hauled,2,16,2,16
collar,2,16,1,16
top,2,16,2,16
carpenter,2,16,1,16
salvage,2,16,0,16
bucket,2,16,0,16
bridge,2,16,1,16
platform,2,16,1,16
hogan,2,16,1,16
tipped,2,16,0,16
drivers,2,16,0,16
inspectors,2,16,1,16
killed,2,16,1,16
kelley,2,16,0,16
injuring,2,16,0,16
quarterback,2,16,0,16
ind,2,16,0,16
sierra,2,16,0,16
courage,2,16,1,16
data,2,16,2,16
rented,2,16,1,16
stories,2,16,1,16
dangled,2,16,0,16
massachusetts,2,16,0,16
roland,2,16,0,16
deck,2,16,1,16
refinery,2,16,0,16
edward,2,16,1,16
topple,2,16,0,16
dock,2,16,0,16
jumping,2,16,1,16
story,2,16,1,16
residential,2,16,1,16
lowering,2,16,0,16
metre,2,16,1,16
deadly,2,16,2,16
strokes,2,16,0,16
poet,2,16,0,16
stood,2,16,1,16
assembled,2,16,1,16
robert,2,16,2,16
standoff,2,16,0,16
metric,2,16,0,16
ewing,2,16,0,16
panda,2,16,0,16
birdie,2,16,0,16
adviser,2,16,0,16
interview,2,16,1,16
cameras,2,16,1,16
raise,2,16,2,16
grey,2,16,1,16
investigating,2,16,1,16
anchored,2,16,0,16
stranded,2,16,1,16
surface,2,16,2,16
mechanical,2,16,1,16
accidentally,2,16,0,16
reactor,2,16,0,16
pavilion,2,16,0,16
claw,2,16,0,16
schwarzenegger,2,16,0,16
barber,2,16,0,16
louis,2,16,0,16
naval,2,16,0,16
bid,2,16,0,16
fatalities,2,16,0,16
slab,2,16,2,16
cabin,2,16,1,16
sections,2,16,3,16
fund,2,16,2,16
complaint,2,16,0,16
louise,2,16,1,16
slabs,2,16,1,16
reps,2,16,1,16
longest,2,16,0,16
moseley,2,16,0,16
rescued,2,16,0,16
stationed,2,16,0,16
transported,2,16,0,16
dismantle,2,16,0,16
fairway,2,16,0,16
operate,2,16,1,16
poetry,2,16,1,16
exercise,2,16,1,16
rig,2,16,1,16
weld,2,16,0,16
letters,2,16,1,16
according,2,16,2,16
department,2,16,2,16
enormous,2,16,2,16
installation,2,16,1,16
donald,2,16,1,16
related,2,16,1,16
means,2,16,1,16
neighborhood,2,16,2,16
checking,2,16,1,16
incident,2,16,0,16
criminal,2,16,0,16
warfare,2,16,0,16
rookie,2,16,0,16
acquitted,2,16,0,16
wendy,2,16,0,16
aka,2,16,0,16
identity,2,16,0,16
wisconsin,2,16,0,16
chapman,2,16,0,16
tugboat,2,16,0,16
offense,2,16,0,16
antelope,2,16,0,16
glimpse,2,16,0,16
abc,2,16,0,16
byron,2,16,0,16
severed,2,16,0,16
plummeted,2,16,0,16
sex,2,16,1,16
recovery,2,16,1,16
baldwin,2,16,1,16
bungee,2,16,0,16
greenberg,2,16,0,16
shovels,2,16,0,16
earnings,2,16,0,16
signal,2,16,0,16
facility,2,16,1,16
what,2,16,1,16
beach,2,16,2,16
take,2,16,1,16
loads,2,16,1,16
position,2,16,2,16
re,2,16,2,16
hand,2,16,2,16
martin,2,16,2,16
try,2,16,2,16
smash,2,16,0,16
critically,2,16,0,16
chairmanship,2,16,0,16
assisted,2,16,0,16
stabbed,2,16,0,16
knocking,2,16,0,16
bogey,2,16,0,16
sim,2,16,0,16
goh,2,16,0,16
attempts,2,16,0,16
noose,2,16,0,16
jeremy,2,16,0,16
sophomore,2,16,0,16
minibus,2,16,0,16
biologist,2,16,0,16
birdies,2,16,0,16
cannon,2,16,0,16
plateau,2,16,1,16
structure,2,16,1,16
gmt,2,16,0,16
220,2,16,0,16
additional,2,16,1,16
llc,2,16,1,16
veterinarian,2,16,1,16
graduated,2,16,1,16
norris,2,16,1,16
tractor,2,16,0,16
former,2,16,2,16
removing,2,16,2,16
examined,2,16,1,16
greg,2,16,1,16
terry,2,16,1,16
closed,2,16,1,16
undated,2,16,1,16
walking,2,16,3,16
pushed,2,16,2,16
show,2,16,2,16
undisclosed,2,16,0,16
tug,2,16,0,16
peer,2,16,0,16
michelle,2,16,1,16
apologized,2,16,1,16
guided,2,16,1,16
majestic,2,16,0,16
xu,2,16,0,16
exam,2,16,0,16
sacred,2,16,0,16
functions,2,16,0,16
democrat,2,16,1,16
nurses,2,16,1,16
conservative,2,16,1,16
inflatable,2,16,0,16
entrance,2,16,1,16
removal,2,16,1,16
below,2,16,1,16
stabilize,2,16,0,16
care,2,16,1,16
lower,2,16,2,16
initially,2,16,2,16
grows,2,16,2,16
museum,2,16,2,16
standard,2,16,2,16
reyes,2,16,1,16
chunks,2,16,2,16
visible,2,16,2,16
whale,2,16,1,16
suddenly,2,16,1,16
pole,2,16,2,16
recover,2,16,2,16
kate,2,16,1,16
description,2,16,1,16
stamford,2,16,0,16
lobbying,2,16,0,16
taipei,2,16,0,16
communique,2,16,0,16
flipped,2,16,0,16
meadows,2,16,0,16
competitor,2,16,0,16
theo,2,16,0,16
internationally,2,16,0,16
considerable,2,16,0,16
fowler,2,16,0,16
derailed,2,16,0,16
stunned,2,16,0,16
stump,2,16,0,16
destabilizing,2,16,0,16
kaufman,2,16,0,16
constable,2,16,0,16
wharf,2,16,0,16
arg,2,16,0,16
emmy,2,16,0,16
harboring,2,16,0,16
conviction,2,16,0,16
waved,2,16,0,16
lotus,2,16,0,16
els,2,16,0,16
casualties,2,16,0,16
murdered,2,16,0,16
1958,2,16,0,16
cautioned,2,16,0,16
crushing,2,16,0,16
senator,2,16,0,16
custody,2,16,0,16
utrecht,2,16,0,16
brandon,2,16,0,16
suspects,2,16,0,16
commandos,2,16,0,16
eventually,2,16,3,16
joke,2,16,2,16
operations,2,16,2,16
waited,2,16,2,16
impact,2,16,3,16
signals,2,16,2,16
lips,2,16,1,16
wheels,2,16,2,16
problems,2,16,1,16
japanese,2,16,2,16
spray,2,16,2,16
lou,2,16,1,16
talk,2,16,2,16
nor,2,16,1,16
falls,2,16,2,16
margaret,2,16,1,16
felt,2,16,2,16
sole,2,16,1,16
nasa,2,16,1,16
63,2,16,2,16
student,2,16,1,16
practice,2,16,1,16
assembly,2,16,1,16
machines,2,16,3,16
fiber,2,16,1,16
lattice,2,16,0,16
guangdong,2,16,0,16
ropes,2,16,0,16
