context,n_pos,total_pos,n_neg,total_neg
themselves,25,109,47,109
dubbed,25,109,35,109
entry,25,109,61,109
elaborate,25,109,35,109
cruel,25,109,11,109
ashes,25,109,30,109
families,25,109,48,109
prayers,25,109,29,109
walls,25,109,45,109
healthy,25,109,30,109
print,25,109,27,109
mood,25,109,38,109
lined,25,109,22,109
till,25,109,20,109
essentially,25,109,24,109
writing,25,109,46,109
removed,25,109,53,109
tall,24,109,31,109
documentary,24,109,50,109
selected,24,109,55,109
performance,24,109,34,109
standing,24,109,40,109
aging,24,109,29,109
yan,24,109,23,109
trademark,24,109,15,109
titles,24,109,27,109
grave,24,109,44,109
create,24,109,62,109
struggles,24,109,49,109
sky,24,109,51,109
inner,24,109,24,109
nervous,24,109,48,109
driven,24,109,46,109
tribute,24,109,50,109
dedicated,24,109,43,109
munich,24,109,34,109
50th,24,109,31,109
amsterdam,24,109,40,109
duo,24,109,29,109
curse,24,109,28,109
adolescent,24,109,16,109
yacht,24,109,35,109
rolls,24,109,18,109
1940,24,109,35,109
ace,24,109,44,109
coveted,24,109,23,109
episodes,24,109,16,109
obsession,24,109,23,109
permanent,24,109,39,109
playboy,24,109,28,109
cemetery,24,109,31,109
ease,24,109,46,109
versions,24,109,19,109
invitation,24,109,44,109
complicated,24,109,38,109
colorful,24,109,33,109
portraying,24,109,15,109
humble,24,109,32,109
appropriate,24,109,44,109
poured,24,109,26,109
counts,24,109,57,109
dragged,24,109,37,109
30s,24,109,22,109
hungarian,24,109,26,109
lifetime,24,109,46,109
burned,24,109,44,109
aug,24,109,63,109
equivalent,24,109,40,109
proves,24,109,22,109
suggest,24,109,61,109
soft,24,109,39,109
easily,24,109,48,109
58,24,109,35,109
1985,24,109,51,109
54,24,109,60,109
equally,24,109,42,109
man,24,109,46,109
father,24,109,31,109
prince,24,109,24,109
lin,24,109,32,109
split,24,109,47,109
rape,24,109,15,109
ring,24,109,41,109
breaking,24,109,51,109
charges,24,109,51,109
debra,24,109,12,109
andrea,24,109,21,109
moved,24,109,40,109
younger,24,109,16,109
swedish,24,109,32,109
armstrong,24,109,29,109
drinking,24,109,35,109
yang,24,109,51,109
thai,24,109,22,109
drive,24,109,38,109
message,24,109,75,109
distraught,24,109,18,109
pal,24,109,5,109
minnie,24,109,7,109
summer,24,109,58,109
ramirez,24,109,47,109
lied,24,109,28,109
breaks,24,109,44,109
pushed,24,109,56,109
bell,24,109,48,109
apparently,24,109,29,109
against,24,109,62,109
according,24,109,71,109
threw,24,109,58,109
watch,24,109,49,109
fisher,24,109,50,109
sullivan,24,109,45,109
mad,24,109,6,109
learning,24,109,49,109
real,24,109,50,109
35,24,109,60,109
richards,24,109,35,109
graham,24,109,54,109
watson,24,109,41,109
things,24,109,59,109
ordered,24,109,55,109
vanished,24,109,32,109
rescue,24,109,35,109
mama,24,109,18,109
walker,24,109,43,109
shepherd,24,109,31,109
spoken,24,109,49,109
jean,24,109,49,109
chasing,24,109,20,109
germany,24,109,52,109
moments,24,109,51,109
pulled,24,109,58,109
anger,24,109,43,109
witnesses,24,109,39,109
producer,24,109,57,109
lured,24,109,11,109
shelter,24,109,31,109
meals,24,109,27,109
joked,24,109,59,109
elvis,24,109,29,109
public,24,109,69,109
almost,24,109,55,109
blocks,24,109,50,109
allegations,24,109,32,109
yeah,24,109,29,109
introduced,24,109,67,109
saved,24,109,49,109
simmons,24,109,38,109
immigrant,24,109,33,109
torn,24,109,45,109
placed,24,109,56,109
brothers,24,109,31,109
attending,24,109,41,109
pot,24,109,27,109
minor,24,109,51,109
hurt,24,109,41,109
stranded,24,109,23,109
rings,24,109,39,109
suing,24,109,40,109
carrying,24,109,51,109
cleared,24,109,48,109
remarks,24,109,43,109
winter,24,109,35,109
ho,24,109,16,109
believes,24,109,60,109
sitter,24,109,11,109
travel,24,109,61,109
jumped,24,109,40,109
air,24,109,36,109
fourth,24,109,66,109
bodies,24,109,32,109
chosen,24,109,53,109
winning,24,109,35,109
bunch,24,109,46,109
nov,24,109,50,109
pub,24,109,7,109
gilbert,24,109,50,109
sells,24,109,42,109
evidence,24,109,48,109
advised,24,109,61,109
transformed,24,109,37,109
49,24,109,57,109
undergoing,24,109,39,109
comment,24,109,32,109
puts,24,109,57,109
52,24,109,44,109
familiar,24,109,43,109
courtesy,24,109,30,109
bottom,24,109,40,109
sign,24,109,85,109
sympathy,24,109,40,109
curious,24,109,44,109
remind,24,109,44,109
doomed,24,109,23,109
flown,24,109,42,109
failing,24,109,42,109
introducing,24,109,41,109
spare,24,109,51,109
knowing,24,109,36,109
stick,24,109,54,109
fla,24,109,38,109
sounds,24,109,31,109
imagine,24,109,47,109
strict,24,109,21,109
vancouver,24,109,38,109
apologize,24,109,39,109
graphic,24,109,7,109
snatched,24,109,29,109
protective,24,109,28,109
alleging,24,109,37,109
painful,24,109,25,109
wagner,24,109,31,109
disaster,24,109,50,109
gas,24,109,41,109
rooms,24,109,33,109
relieved,24,109,48,109
satisfied,24,109,52,109
storm,24,109,41,109
maintained,24,109,62,109
triumph,24,109,33,109
grateful,24,109,46,109
wind,24,109,46,109
struggled,24,109,57,109
broadcast,24,109,56,109
choosing,24,109,53,109
highly,24,109,74,109
lai,24,109,13,109
plaza,24,109,34,109
approve,24,109,43,109
alien,24,109,16,109
housing,24,109,50,109
cared,24,109,23,109
hispanic,24,109,36,109
paintings,24,109,18,109
aired,24,109,30,109
enduring,24,109,39,109
blessing,24,109,31,109
footage,24,109,40,109
intends,24,109,55,109
declares,24,109,30,109
collecting,24,109,33,109
burning,24,109,28,109
encounters,24,109,17,109
instructions,24,109,46,109
prevented,24,109,57,109
reaching,24,109,56,109
boasts,24,109,25,109
located,24,109,49,109
tenn,24,109,34,109
ivory,24,109,22,109
gather,24,109,54,109
broadway,24,109,19,109
films,24,109,25,109
claimed,24,109,49,109
67,24,109,46,109
close,24,109,54,109
hopeful,24,109,29,109
voted,24,109,38,109
earn,24,109,36,109
ads,24,109,25,109
77,24,109,41,109
currently,24,109,73,109
ailing,24,109,29,109
donation,24,109,36,109
pull,24,109,55,109
70,24,109,68,109
awful,24,109,30,109
listed,24,109,58,109
76,24,109,56,109
elevated,24,109,27,109
destined,24,109,29,109
slip,24,109,27,109
pneumonia,24,109,21,109
anxious,24,109,49,109
shut,24,109,34,109
withdrawn,24,109,36,109
dlrs,24,109,54,109
indicate,24,109,46,109
welcoming,24,109,37,109
start,24,109,51,109
11,24,109,55,109
carries,24,109,40,109
albright,24,109,18,109
garbage,24,109,36,109
celebrations,24,109,52,109
10th,24,109,24,109
thousand,24,109,48,109
benefit,24,109,53,109
places,24,109,55,109
95,24,109,48,109
act,24,109,55,109
plot,24,109,49,109
chances,24,109,41,109
innocent,24,109,31,109
cow,24,109,18,109
spread,24,109,49,109
ga,24,109,31,109
compassion,24,109,26,109
functions,24,109,28,109
eye,24,109,56,109
wealthy,24,109,16,109
happen,24,109,53,109
rich,24,109,30,109
edited,24,109,28,109
inherited,24,109,26,109
understands,24,109,41,109
streets,24,109,47,109
review,24,109,41,109
cases,24,109,43,109
98,24,109,49,109
understand,24,109,48,109
palin,24,109,19,109
members,24,109,61,109
supports,24,109,35,109
noted,24,109,70,109
dances,23,109,15,109
lake,23,109,25,109
nichols,23,109,34,109
harris,23,109,31,109
bear,23,109,58,109
box,23,109,52,109
modern,23,109,23,109
toward,23,109,72,109
selection,23,109,27,109
1948,23,109,49,109
leg,23,109,30,109
decade,23,109,54,109
offers,23,109,40,109
recent,23,109,77,109
ritual,23,109,32,109
commercials,23,109,40,109
reaches,23,109,30,109
swift,23,109,33,109
aspect,23,109,47,109
abroad,23,109,50,109
verge,23,109,58,109
emotion,23,109,40,109
anywhere,23,109,58,109
1958,23,109,48,109
contract,23,109,55,109
influenced,23,109,32,109
pursued,23,109,33,109
forth,23,109,62,109
jokes,23,109,49,109
round,23,109,51,109
witnessed,23,109,47,109
1961,23,109,41,109
amid,23,109,66,109
canada,23,109,44,109
images,23,109,36,109
developed,23,109,68,109
student,23,109,38,109
mate,23,109,30,109
slaying,23,109,31,109
boy,23,109,31,109
spouse,23,109,26,109
murders,23,109,24,109
witness,23,109,48,109
19,23,109,62,109
fled,23,109,35,109
mccartney,23,109,28,109
admitted,23,109,55,109
dana,23,109,14,109
nearby,23,109,46,109
believed,23,109,55,109
johnson,23,109,59,109
kid,23,109,39,109
spanish,23,109,44,109
telephone,23,109,54,109
gonzalez,23,109,22,109
graduate,23,109,33,109
24,23,109,48,109
dallas,23,109,40,109
28,23,109,44,109
lot,23,109,58,109
dawson,23,109,33,109
pizza,23,109,24,109
bridge,23,109,56,109
sandy,23,109,30,109
hometown,23,109,41,109
entourage,23,109,26,109
gay,23,109,11,109
sharing,23,109,38,109
australian,23,109,57,109
persuaded,23,109,39,109
bronx,23,109,38,109
camera,23,109,49,109
order,23,109,52,109
machine,23,109,44,109
drinks,23,109,18,109
flies,23,109,17,109
bad,23,109,42,109
deal,23,109,54,109
davis,23,109,57,109
hiding,23,109,48,109
aids,23,109,51,109
lawyer,23,109,50,109
near,23,109,51,109
ear,23,109,13,109
hid,23,109,36,109
losing,23,109,56,109
drugs,23,109,35,109
stepfather,23,109,15,109
headed,23,109,67,109
confronted,23,109,43,109
daddy,23,109,5,109
lose,23,109,55,109
please,23,109,32,109
fleeing,23,109,28,109
paid,23,109,55,109
career,23,109,61,109
porter,23,109,42,109
either,23,109,62,109
lim,23,109,26,109
source,23,109,54,109
chest,23,109,40,109
pushing,23,109,63,109
adding,23,109,64,109
walsh,23,109,33,109
handed,23,109,72,109
atlantic,23,109,49,109
san,23,109,62,109
trial,23,109,45,109
dropping,23,109,46,109
wilson,23,109,51,109
insistence,23,109,29,109
fan,23,109,40,109
urging,23,109,56,109
soccer,23,109,34,109
nickname,23,109,36,109
grandparents,23,109,15,109
resort,23,109,25,109
emotionally,23,109,23,109
related,23,109,60,109
toronto,23,109,46,109
jenkins,23,109,36,109
rescued,23,109,30,109
1980s,23,109,52,109
profile,23,109,55,109
lou,23,109,32,109
midst,23,109,43,109
motive,23,109,32,109
despite,23,109,72,109
stockholm,23,109,38,109
twin,23,109,20,109
yi,23,109,32,109
valley,23,109,54,109
harrison,23,109,44,109
jumping,23,109,46,109
emotions,23,109,35,109
caretaker,23,109,37,109
martinez,23,109,46,109
behavior,23,109,44,109
flash,23,109,30,109
lap,23,109,33,109
traces,23,109,37,109
frequently,23,109,51,109
meanwhile,23,109,68,109
objected,23,109,42,109
1992,23,109,71,109
morrison,23,109,49,109
clear,23,109,72,109
yard,23,109,38,109
2008,23,109,52,109
discussed,23,109,52,109
persuade,23,109,38,109
1966,23,109,38,109
palm,23,109,47,109
ordeal,23,109,27,109
article,23,109,51,109
throw,23,109,47,109
minded,23,109,38,109
olympics,23,109,42,109
bags,23,109,37,109
soup,23,109,23,109
mistake,23,109,60,109
enjoyed,23,109,62,109
promised,23,109,66,109
wrong,23,109,54,109
baldwin,23,109,40,109
sin,23,109,23,109
prosecution,23,109,44,109
weary,23,109,26,109
neill,23,109,42,109
toy,23,109,32,109
factor,23,109,45,109
halfway,23,109,32,109
lynch,23,109,41,109
separation,23,109,42,109
buys,23,109,29,109
cigarette,23,109,45,109
arrangement,23,109,49,109
kelley,23,109,38,109
300,23,109,77,109
climbing,23,109,24,109
cd,23,109,41,109
suggestion,23,109,61,109
surgery,23,109,37,109
tip,23,109,18,109
temporarily,23,109,47,109
illegitimate,23,109,9,109
charm,23,109,22,109
reaction,23,109,42,109
ages,23,109,31,109
seventh,23,109,58,109
pursue,23,109,63,109
lindsey,23,109,16,109
kindergarten,23,109,23,109
closer,23,109,50,109
dismissed,23,109,68,109
separate,23,109,70,109
completely,23,109,39,109
accept,23,109,65,109
guilt,23,109,30,109
poem,23,109,28,109
similar,23,109,75,109
gesture,23,109,53,109
delivers,23,109,28,109
anchor,23,109,32,109
substantial,23,109,60,109
skip,23,109,36,109
96,23,109,44,109
lengthy,23,109,37,109
pays,23,109,44,109
collapsed,23,109,42,109
introduction,23,109,18,109
collect,23,109,56,109
prompting,23,109,62,109
intention,23,109,64,109
loss,23,109,62,109
encounter,23,109,45,109
focus,23,109,67,109
organized,23,109,70,109
path,23,109,58,109
disorder,23,109,20,109
suspicions,23,109,31,109
aisle,23,109,25,109
lo,23,109,30,109
sierra,23,109,45,109
lamented,23,109,41,109
laws,23,109,27,109
apply,23,109,29,109
bangkok,23,109,21,109
solely,23,109,52,109
resemblance,23,109,32,109
topic,23,109,21,109
harbor,23,109,54,109
suggestions,23,109,50,109
distributed,23,109,22,109
schedule,23,109,27,109
arrangements,23,109,41,109
86,23,109,20,109
canceled,23,109,53,109
unexpected,23,109,61,109
origin,23,109,42,109
draws,23,109,35,109
similarly,23,109,39,109
imagined,23,109,42,109
begun,23,109,56,109
countered,23,109,41,109
satisfaction,23,109,41,109
musical,23,109,25,109
won,23,109,48,109
indian,23,109,51,109
accent,23,109,30,109
outspoken,23,109,35,109
original,23,109,39,109
swept,23,109,43,109
cheng,23,109,28,109
partially,23,109,54,109
easy,23,109,47,109
recognize,23,109,56,109
prove,23,109,59,109
careers,23,109,26,109
81,23,109,43,109
straight,23,109,40,109
proved,23,109,40,109
addition,23,109,36,109
delta,23,109,25,109
egg,23,109,10,109
shine,23,109,4,109
spirits,23,109,44,109
mistaken,23,109,13,109
trace,23,109,34,109
ultimately,23,109,48,109
obviously,23,109,57,109
silly,23,109,34,109
extremely,23,109,55,109
organizers,23,109,37,109
unusually,23,109,33,109
deserve,23,109,44,109
specific,23,109,53,109
duchess,23,109,7,109
fried,23,109,22,109
tin,23,109,12,109
social,23,109,44,109
texas,23,109,51,109
topped,23,109,31,109
country,23,109,62,109
many,23,109,76,109
shrine,23,109,26,109
dairy,23,109,16,109
themes,23,109,42,109
whip,23,109,37,109
grandchildren,23,109,7,109
sum,23,109,51,109
results,23,109,59,109
regard,23,109,63,109
lower,23,109,43,109
notion,23,109,36,109
phrase,23,109,35,109
welcomed,23,109,66,109
available,23,109,38,109
attempts,23,109,48,109
buried,23,109,30,109
allow,23,109,71,109
hardly,23,109,28,109
strong,23,109,62,109
initiated,23,109,51,109
contend,23,109,46,109
factory,23,109,38,109
allowing,23,109,58,109
ensure,23,109,43,109
favored,23,109,44,109
entitled,23,109,41,109
mr,23,109,18,109
interest,23,109,70,109
wiped,23,109,17,109
harder,23,109,41,109
expect,23,109,62,109
adventure,23,109,29,109
bury,23,109,20,109
slipped,23,109,42,109
empress,23,109,3,109
appeal,23,109,43,109
elderly,23,109,18,109
older,23,109,21,109
settlement,23,109,42,109
river,23,109,33,109
modest,23,109,47,109
respects,23,109,46,109
teach,23,109,51,109
minneapolis,23,109,31,109
adopt,23,109,23,109
illustrated,23,109,40,109
aspiring,22,109,19,109
jealous,22,109,18,109
autobiography,22,109,34,109
stiff,22,109,44,109
theme,22,109,23,109
devotion,22,109,30,109
youthful,22,109,22,109
descent,22,109,31,109
puerto,22,109,47,109
shape,22,109,52,109
realize,22,109,45,109
1977,22,109,57,109
perhaps,22,109,57,109
vacant,22,109,2,109
oval,22,109,15,109
drawings,22,109,35,109
sugar,22,109,36,109
barred,22,109,52,109
hoffman,22,109,38,109
converted,22,109,44,109
nationwide,22,109,44,109
stumbled,22,109,30,109
matching,22,109,16,109
staged,22,109,55,109
generations,22,109,38,109
ridden,22,109,37,109
wells,22,109,49,109
1953,22,109,53,109
mental,22,109,27,109
remote,22,109,34,109
presenting,22,109,61,109
1947,22,109,33,109
requires,22,109,52,109
bars,22,109,28,109
franklin,22,109,40,109
worthy,22,109,35,109
fill,22,109,56,109
demanding,22,109,62,109
viewed,22,109,37,109
considers,22,109,61,109
1990,22,109,65,109
carry,22,109,76,109
estranged,22,109,21,109
dumped,22,109,24,109
son,22,109,37,109
him,22,109,68,109
montgomery,22,109,43,109
drove,22,109,40,109
zhao,22,109,34,109
probation,22,109,29,109
pleaded,22,109,46,109
current,22,109,64,109
dad,22,109,12,109
text,22,109,36,109
job,22,109,46,109
dispute,22,109,47,109
compensation,22,109,29,109
abusing,22,109,18,109
bring,22,109,64,109
clark,22,109,62,109
thursday,22,109,62,109
phoned,22,109,21,109
filipino,22,109,6,109
contacted,22,109,32,109
stopped,22,109,67,109
watts,22,109,28,109
taken,22,109,70,109
ager,22,109,32,109
drunken,22,109,31,109
publicist,22,109,28,109
virus,22,109,19,109
beats,22,109,28,109
attack,22,109,56,109
detective,22,109,40,109
dump,22,109,32,109
associates,22,109,46,109
else,22,109,61,109
ended,22,109,78,109
subway,22,109,27,109
woo,22,109,22,109
under,22,109,78,109
tow,22,109,35,109
cats,22,109,28,109
make,22,109,78,109
physically,22,109,46,109
rules,22,109,37,109
anderson,22,109,61,109
memphis,22,109,57,109
support,22,109,71,109
evans,22,109,63,109
youngest,22,109,29,109
loud,22,109,23,109
2004,22,109,56,109
duncan,22,109,58,109
luxury,22,109,22,109
hip,22,109,35,109
tied,22,109,61,109
lam,22,109,28,109
scenes,22,109,37,109
han,22,109,38,109
faith,22,109,40,109
holland,22,109,47,109
sheriff,22,109,39,109
confession,22,109,34,109
attends,22,109,30,109
riley,22,109,51,109
myself,22,109,39,109
quiet,22,109,52,109
spoke,22,109,57,109
cleveland,22,109,50,109
activist,22,109,36,109
cover,22,109,24,109
chase,22,109,48,109
britain,22,109,48,109
refuge,22,109,40,109
august,22,109,62,109
perkins,22,109,41,109
silva,22,109,32,109
robbery,22,109,20,109
highway,22,109,37,109
australia,22,109,54,109
embarrassing,22,109,45,109
taiwanese,22,109,40,109
palmer,22,109,41,109
whoever,22,109,25,109
dig,22,109,27,109
2000,22,109,66,109
conn,22,109,28,109
drew,22,109,53,109
confirmed,22,109,35,109
knock,22,109,37,109
helping,22,109,62,109
awarded,22,109,46,109
cox,22,109,37,109
drives,22,109,44,109
su,22,109,24,109
le,22,109,39,109
disappointed,22,109,44,109
issued,22,109,77,109
diagnosed,22,109,17,109
runaway,22,109,9,109
bullets,22,109,32,109
1998,22,109,67,109
denies,22,109,33,109
surrounded,22,109,31,109
trash,22,109,35,109
louisiana,22,109,44,109
entered,22,109,66,109
climb,22,109,25,109
formally,22,109,62,109
marks,22,109,32,109
conceived,22,109,33,109
issues,22,109,28,109
mason,22,109,32,109
granted,22,109,51,109
bond,22,109,29,109
october,22,109,69,109
effort,22,109,68,109
beyond,22,109,46,109
confused,22,109,45,109
reporters,22,109,47,109
request,22,109,58,109
belongs,22,109,50,109
haiti,22,109,36,109
fleming,22,109,18,109
switzerland,22,109,41,109
stores,22,109,27,109
breach,22,109,47,109
weekends,22,109,27,109
attorneys,22,109,45,109
ukrainian,22,109,34,109
tapes,22,109,41,109
cinema,22,109,30,109
gardner,22,109,48,109
barrett,22,109,44,109
prospects,22,109,54,109
fueled,22,109,15,109
shriver,22,109,6,109
portion,22,109,13,109
acceptance,22,109,38,109
sherman,22,109,50,109
auction,22,109,47,109
searches,22,109,55,109
tent,22,109,45,109
stricken,22,109,34,109
00,22,109,21,109
crossing,22,109,32,109
insisting,22,109,55,109
shots,22,109,43,109
defend,22,109,57,109
calm,22,109,54,109
exposed,22,109,38,109
process,22,109,63,109
mask,22,109,19,109
reasons,22,109,32,109
recall,22,109,61,109
doors,22,109,65,109
wisdom,22,109,29,109
cited,22,109,53,109
ching,22,109,21,109
min,22,109,14,109
dishes,22,109,11,109
tel,22,109,30,109
salvation,22,109,17,109
owed,22,109,47,109
norway,22,109,28,109
ups,22,109,36,109
subsequent,22,109,47,109
interpreter,22,109,30,109
resist,22,109,12,109
session,22,109,54,109
privately,22,109,48,109
relation,22,109,36,109
code,22,109,38,109
launch,22,109,50,109
bigger,22,109,37,109
installed,22,109,53,109
manage,22,109,65,109
specifically,22,109,52,109
presumably,22,109,43,109
observed,22,109,55,109
admiration,22,109,25,109
intend,22,109,50,109
contention,22,109,6,109
resolved,22,109,36,109
british,22,109,52,109
performances,22,109,27,109
reader,22,109,22,109
author,22,109,47,109
walters,22,109,16,109
heaven,22,109,31,109
better,22,109,69,109
unicef,22,109,13,109
icon,22,109,40,109
iconic,22,109,25,109
wins,22,109,36,109
excellent,22,109,33,109
horse,22,109,43,109
64,22,109,47,109
annual,22,109,62,109
59,22,109,50,109
rome,22,109,33,109
93,22,109,27,109
ball,22,109,43,109
1975,22,109,47,109
ranch,22,109,42,109
truly,22,109,45,109
supporters,22,109,59,109
energetic,22,109,29,109
perfectly,22,109,42,109
january,22,109,65,109
unique,22,109,52,109
portraits,22,109,31,109
owes,22,109,18,109
stripped,22,109,26,109
battling,22,109,42,109
recalling,22,109,47,109
lights,22,109,19,109
noor,22,109,14,109
semi,22,109,32,109
facts,22,109,45,109
bet,22,109,59,109
closely,22,109,56,109
expects,22,109,57,109
depends,22,109,12,109
fields,22,109,43,109
repeat,22,109,58,109
postponed,22,109,29,109
panic,22,109,22,109
worked,22,109,37,109
dining,22,109,29,109
food,22,109,26,109
customer,22,109,18,109
oh,22,109,28,109
tortured,22,109,24,109
noting,22,109,61,109
income,22,109,23,109
most,22,109,78,109
viewers,22,109,19,109
picks,22,109,39,109
fear,22,109,36,109
success,22,109,43,109
immediately,22,109,51,109
need,22,109,59,109
alexandria,22,109,31,109
groom,22,109,4,109
insult,22,109,39,109
guidance,22,109,50,109
depending,22,109,36,109
effectively,22,109,60,109
catching,22,109,40,109
du,22,109,39,109
enters,22,109,44,109
va,22,109,38,109
opportunity,22,109,35,109
offering,22,109,43,109
peace,22,109,42,109
confidence,22,109,52,109
civil,22,109,49,109
tax,22,109,51,109
push,22,109,67,109
cuts,22,109,41,109
fearing,22,109,48,109
grim,22,109,30,109
reminder,22,109,34,109
forms,22,109,44,109
sides,22,109,47,109
respond,22,109,49,109
evil,22,109,13,109
associated,22,109,54,109
clearly,22,109,35,109
soul,22,109,17,109
words,22,109,50,109
investigation,22,109,54,109
fault,22,109,54,109
glad,22,109,35,109
basic,22,109,40,109
iron,22,109,14,109
slave,22,109,14,109
america,22,109,50,109
africa,22,109,52,109
sessions,22,109,22,109
treatment,22,109,40,109
conference,22,109,53,109
passing,22,109,59,109
mess,22,109,46,109
basically,22,109,62,109
copies,22,109,42,109
responded,22,109,64,109
maintain,22,109,50,109
references,22,109,41,109
legally,22,109,45,109
pile,22,109,46,109
herald,22,109,28,109
covered,22,109,43,109
demanded,22,109,53,109
instantly,22,109,34,109
magazines,22,109,8,109
protected,22,109,37,109
destroyed,22,109,59,109
coffin,22,109,16,109
delivering,22,109,49,109
mercy,22,109,16,109
peacefully,22,109,35,109
servants,22,109,19,109
fired,21,109,48,109
sculpture,21,109,23,109
button,21,109,45,109
gifted,21,109,26,109
enormous,21,109,71,109
suicide,21,109,47,109
position,21,109,57,109
adams,21,109,33,109
figure,21,109,60,109
mourn,21,109,32,109
rubble,21,109,28,109
aspirations,21,109,3,109
condolences,21,109,21,109
woke,21,109,27,109
involve,21,109,2,109
exchanged,21,109,49,109
lifting,21,109,30,109
value,21,109,49,109
effects,21,109,43,109
advises,21,109,40,109
goodman,21,109,45,109
excuse,21,109,45,109
aspects,21,109,30,109
models,21,109,28,109
suite,21,109,20,109
balance,21,109,54,109
ally,21,109,35,109
sophisticated,21,109,21,109
125,21,109,33,109
preparation,21,109,12,109
billed,21,109,27,109
performer,21,109,25,109
ellis,21,109,49,109
resembles,21,109,47,109
barnes,21,109,46,109
1955,21,109,48,109
conscious,21,109,33,109
represent,21,109,64,109
argues,21,109,41,109
appealed,21,109,63,109
reminds,21,109,44,109
add,21,109,33,109
wide,21,109,42,109
promises,21,109,64,109
merely,21,109,56,109
letting,21,109,55,109
police,21,109,41,109
shooting,21,109,37,109
gunman,21,109,27,109
broken,21,109,48,109
high,21,109,45,109
threatened,21,109,48,109
23,21,109,50,109
prosecutors,21,109,42,109
prison,21,109,45,109
threatening,21,109,36,109
uncle,21,109,16,109
nightclub,21,109,6,109
authorities,21,109,51,109
tape,21,109,44,109
chambers,21,109,40,109
released,21,109,64,109
abusive,21,109,14,109
men,21,109,46,109
ross,21,109,47,109
los,21,109,65,109
lewis,21,109,61,109
involved,21,109,74,109
writer,21,109,38,109
pick,21,109,60,109
charge,21,109,62,109
tickets,21,109,45,109
airport,21,109,34,109
hey,21,109,32,109
killer,21,109,33,109
cafe,21,109,15,109
robbed,21,109,28,109
re,21,109,59,109
hired,21,109,36,109
join,21,109,61,109
weaver,21,109,31,109
calling,21,109,52,109
questioned,21,109,57,109
loaded,21,109,40,109
business,21,109,67,109
aide,21,109,59,109
meyer,21,109,24,109
teaching,21,109,36,109
carpenter,21,109,33,109
shaw,21,109,48,109
reunited,21,109,24,109
oregon,21,109,38,109
lottery,21,109,25,109
basement,21,109,35,109
colleague,21,109,42,109
misses,21,109,18,109
meeting,21,109,60,109
melbourne,21,109,21,109
naive,21,109,17,109
morgan,21,109,50,109
austrian,21,109,38,109
checks,21,109,34,109
mexican,21,109,51,109
each,21,109,64,109
sending,21,109,41,109
plane,21,109,41,109
connor,21,109,51,109
bicycle,21,109,36,109
district,21,109,51,109
bowles,21,109,12,109
observation,21,109,36,109
trump,21,109,37,109
ohio,21,109,58,109
citizen,21,109,60,109
scare,21,109,33,109
burke,21,109,36,109
report,21,109,60,109
departure,21,109,30,109
denver,21,109,54,109
philadelphia,21,109,51,109
wave,21,109,64,109
tracks,21,109,44,109
hood,21,109,36,109
opened,21,109,64,109
bitter,21,109,55,109
spain,21,109,42,109
declined,21,109,34,109
narrator,21,109,23,109
employed,21,109,27,109
passion,21,109,33,109
tattoo,21,109,31,109
mystery,21,109,40,109
treats,21,109,21,109
caldwell,21,109,28,109
disturbing,21,109,46,109
spin,21,109,39,109
emerged,21,109,66,109
grieving,21,109,16,109
guo,21,109,26,109
accusing,21,109,52,109
announcing,21,109,39,109
graf,21,109,21,109
stevenson,21,109,38,109
crack,21,109,50,109
anniversary,21,109,49,109
wall,21,109,56,109
graduated,21,109,47,109
panama,21,109,34,109
wary,21,109,38,109
1994,21,109,54,109
guarded,21,109,30,109
adults,21,109,37,109
alerted,21,109,35,109
avoided,21,109,49,109
compete,21,109,48,109
keys,21,109,12,109
suspects,21,109,37,109
ireland,21,109,42,109
bore,21,109,30,109
intent,21,109,60,109
applied,21,109,56,109
beneath,21,109,32,109
transferred,21,109,54,109
humor,21,109,31,109
strength,21,109,60,109
63,21,109,45,109
wheeler,21,109,37,109
township,21,109,29,109
documented,21,109,43,109
eggs,21,109,8,109
outrage,21,109,39,109
kilometers,21,109,40,109
fletcher,21,109,16,109
dominique,21,109,35,109
madrid,21,109,42,109
entire,21,109,51,109
pressing,21,109,7,109
payment,21,109,40,109
rat,21,109,35,109
moody,21,109,35,109
idaho,21,109,35,109
recounted,21,109,37,109
tightly,21,109,36,109
quinn,21,109,40,109
identifying,21,109,38,109
determination,21,109,59,109
battered,21,109,32,109
practicing,21,109,40,109
considerable,21,109,55,109
kenya,21,109,25,109
decent,21,109,35,109
handful,21,109,62,109
amount,21,109,49,109
stages,21,109,48,109
prior,21,109,61,109
confident,21,109,42,109
caribbean,21,109,42,109
grey,21,109,54,109
brutal,21,109,42,109
sounding,21,109,21,109
avoid,21,109,60,109
beds,21,109,25,109
blow,21,109,65,109
taxes,21,109,40,109
freddie,21,109,27,109
chapel,21,109,29,109
complications,21,109,27,109
yelling,21,109,30,109
1936,21,109,40,109
argentina,21,109,20,109
denial,21,109,33,109
welch,21,109,24,109
dunn,21,109,23,109
loan,21,109,42,109
austria,21,109,43,109
torch,21,109,25,109
newcomer,21,109,41,109
fulfill,21,109,51,109
110,21,109,31,109
expectations,21,109,48,109
exercise,21,109,38,109
threatens,21,109,51,109
safely,21,109,46,109
explore,21,109,39,109
eighth,21,109,44,109
gain,21,109,69,109
shaken,21,109,47,109
defiant,21,109,1,109
persons,21,109,45,109
differently,21,109,13,109
series,21,109,48,109
