pair,label,prop-specific,non-specific,p,l,n,i,r,b,u
"('dangerous', 'revolver')",pos,7.333333333333333,37.666666666666664,0.0,4.666666666666667,2.6666666666666665,19.0,18.333333333333332,0.3333333333333333,129.66666666666666
"('dangerous', 'grenade')",pos,13.0,47.0,0.0,8.5,4.5,23.0,22.0,2.0,136.0
"('dangerous', 'looter')",pos,2.0,19.333333333333332,0.0,1.0,1.0,6.666666666666667,11.666666666666666,1.0,61.0
"('dangerous', 'bayonet')",pos,9.0,30.333333333333332,1.0,5.0,3.0,16.333333333333332,14.0,0.0,159.66666666666666
"('dangerous', 'bolo')",pos,1.0,6.25,0.0,1.0,0.0,3.75,2.5,0.0,41.75
"('dangerous', 'mafioso')",pos,6.0,15.0,0.0,2.0,4.0,4.666666666666667,10.333333333333334,0.0,111.0
"('dangerous', 'poison')",pos,17.5,65.5,1.5,10.0,6.0,25.5,35.5,4.5,378.5
"('dangerous', 'scorpion')",pos,9.666666666666666,37.666666666666664,0.0,4.666666666666667,5.0,17.666666666666668,18.0,2.0,260.0
"('dangerous', 'soup')",neg,0.3333333333333333,4.333333333333333,0.3333333333333333,0.0,0.0,2.0,2.0,0.3333333333333333,99.0
"('dangerous', 'langur')",neg,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,17.0
"('dangerous', 'aspirin')",neg,2.0,15.333333333333334,0.0,1.6666666666666667,0.3333333333333333,5.666666666666667,9.333333333333334,0.3333333333333333,194.0
"('dangerous', 'buffer')",neg,0.25,6.75,0.0,0.25,0.0,3.75,2.0,1.0,149.25
"('dangerous', 'fork')",neg,4.25,16.5,1.0,2.75,0.5,4.0,12.25,0.25,354.25
"('dangerous', 'slice')",neg,3.0,17.4,0.4,1.8,0.8,6.6,10.2,0.6,268.8
"('dangerous', 'hornbill')",neg,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.75
"('dangerous', 'toad')",neg,2.0,10.333333333333334,1.0,1.0,0.0,3.6666666666666665,6.666666666666667,0.0,168.0
"('dangerous', 'goat')",neg,0.0,3.0,0.0,0.0,0.0,0.5,1.75,0.75,62.0
"('dangerous', 'rod')",neg,0.5,11.75,0.0,0.25,0.25,4.0,7.5,0.25,106.5
"('dangerous', 'clipper')",neg,3.6,13.0,0.0,3.4,0.2,4.2,8.4,0.4,284.2
"('dangerous', 'lister')",neg,2.3333333333333335,8.333333333333334,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.3333333333333335,6.0,0.0,127.0
"('dangerous', 'plane')",neg,13.4,51.4,1.4,10.0,2.0,14.8,32.4,4.2,624.0
"('dangerous', 'ointment')",neg,3.0,5.666666666666667,0.0,3.0,0.0,1.6666666666666667,4.0,0.0,103.0
"('dangerous', 'turtle')",neg,4.75,11.5,1.0,3.5,0.25,3.25,8.0,0.25,288.5
"('dangerous', 'cure')",neg,13.0,30.5,1.0,9.0,3.0,9.5,20.5,0.5,481.5
"('dangerous', 'pestle')",neg,0.0,1.6666666666666667,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,19.333333333333332
"('dangerous', 'jack')",neg,1.3,16.6,0.4,0.6,0.3,5.1,9.7,1.8,184.5
"('dangerous', 'pusher')",neg,1.0,15.5,1.0,0.0,0.0,6.0,8.75,0.75,121.0
"('dangerous', 'bar')",neg,4.8,34.8,0.2,3.6,1.0,12.8,20.0,2.0,549.0
"('dangerous', 'naproxen')",neg,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,69.0
"('dangerous', 'iodine')",neg,1.0,7.333333333333333,0.0,1.0,0.0,2.6666666666666665,4.333333333333333,0.3333333333333333,78.33333333333333
"('dangerous', 'businessman')",neg,3.5,30.5,0.0,2.5,1.0,3.0,22.5,5.0,536.5
"('dangerous', 'spud')",neg,1.2,3.0,0.0,0.8,0.4,1.8,1.2,0.0,49.0
"('dangerous', 'menthol')",neg,1.0,4.666666666666667,0.6666666666666666,0.0,0.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,61.333333333333336
"('dangerous', 'beetle')",neg,3.75,4.75,0.0,3.75,0.0,0.75,4.0,0.0,123.25
"('dangerous', 'bill')",neg,6.2,31.8,0.4,4.2,1.6,11.4,18.6,1.8,593.6
"('dangerous', 'dip')",neg,6.0,19.5,1.5,4.5,0.0,7.25,11.0,1.25,442.75
"('dangerous', 'tap')",neg,5.0,22.666666666666668,0.3333333333333333,3.6666666666666665,1.0,5.666666666666667,14.333333333333334,2.6666666666666665,601.3333333333334
"('dangerous', 'starter')",neg,3.0,16.0,0.25,2.75,0.0,4.5,11.5,0.0,382.75
"('dangerous', 'bucket')",neg,1.3333333333333333,25.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,8.333333333333334,15.666666666666666,1.0,388.6666666666667
"('dangerous', 'ciprofloxacin')",neg,1.5,5.0,0.0,1.5,0.0,4.0,1.0,0.0,48.5
"('dangerous', 'nursing')",neg,4.5,19.0,0.0,4.0,0.5,5.0,14.0,0.0,383.0
"('dangerous', 'tuck')",neg,0.25,5.25,0.0,0.25,0.0,1.0,4.0,0.25,83.75
"('dangerous', 'mop')",neg,5.5,16.5,1.0,3.5,1.0,5.0,10.5,1.0,321.0
"('dangerous', 'gutter')",neg,2.6666666666666665,28.0,0.0,2.0,0.6666666666666666,9.0,19.0,0.0,311.0
"('dangerous', 'crowbar')",neg,5.0,23.0,0.0,3.0,2.0,10.0,13.0,0.0,114.0
"('dangerous', 'file')",neg,1.75,12.0,0.0,1.75,0.0,1.75,8.0,2.25,335.25
"('dangerous', 'arm')",neg,4.666666666666667,25.0,0.0,4.333333333333333,0.3333333333333333,5.333333333333333,18.0,1.6666666666666667,508.3333333333333
"('dangerous', 'blender')",neg,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,13.5
"('dangerous', 'opener')",neg,4.666666666666667,22.333333333333332,0.3333333333333333,3.3333333333333335,1.0,4.333333333333333,17.0,1.0,362.6666666666667
"('dangerous', 'remedy')",neg,9.0,31.0,1.0,6.0,2.0,7.5,21.5,2.0,591.5
"('dangerous', 'flack')",neg,1.0,2.25,0.0,1.0,0.0,0.0,2.25,0.0,62.25
"('dangerous', 'stamper')",neg,1.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,90.33333333333333
"('dangerous', 'hoe')",neg,1.0,14.666666666666666,0.0,1.0,0.0,5.0,8.666666666666666,1.0,189.33333333333334
"('dangerous', 'laxative')",neg,1.0,3.5,0.0,1.0,0.0,0.5,3.0,0.0,62.0
"('dangerous', 'elixir')",neg,2.5,5.5,0.0,0.0,2.5,4.0,1.5,0.0,103.25
"('dangerous', 'crease')",neg,3.0,18.666666666666668,1.3333333333333333,0.6666666666666666,1.0,3.6666666666666665,14.0,1.0,234.33333333333334
"('dangerous', 'rabbit')",neg,3.8333333333333335,20.833333333333332,0.8333333333333334,2.8333333333333335,0.16666666666666666,6.5,13.333333333333334,1.0,255.66666666666666
"('dangerous', 'glove')",neg,0.5,19.5,0.0,0.5,0.0,5.0,14.5,0.0,264.0
"('dangerous', 'penicillin')",neg,4.5,14.5,0.0,2.0,2.5,7.5,7.0,0.0,165.0
"('wings', 'pintail')",pos,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,31.25
"('wings', 'bird')",pos,2.857142857142857,40.857142857142854,1.2857142857142858,1.5714285714285714,0.0,18.428571428571427,20.0,2.4285714285714284,132.0
"('wings', 'mosquito')",pos,3.0,6.333333333333333,1.0,2.0,0.0,3.3333333333333335,1.6666666666666667,1.3333333333333333,61.333333333333336
"('wings', 'eagle')",pos,5.6,19.0,1.4,4.2,0.0,6.8,11.8,0.4,101.2
"('wings', 'spoonbill')",pos,0.0,4.0,0.0,0.0,0.0,3.75,0.25,0.0,27.75
"('wings', 'quail')",pos,3.8,33.2,1.8,2.0,0.0,17.8,14.2,1.2,197.8
"('wings', 'owl')",pos,2.75,16.75,1.0,1.75,0.0,9.0,7.75,0.0,104.25
"('wings', 'robin')",pos,0.0,10.75,0.0,0.0,0.0,3.5,4.5,2.75,50.0
"('wings', 'hen')",pos,4.2,30.6,2.0,2.2,0.0,16.4,12.2,2.0,256.0
"('wings', 'plane')",pos,7.0,33.75,2.0,5.0,0.0,4.25,14.75,14.75,286.25
"('wings', 'bat')",pos,5.75,10.0,2.0,3.75,0.0,2.5,3.25,4.25,217.0
"('wings', 'marabou')",pos,0.0,2.0,0.0,0.0,0.0,0.4,1.6,0.0,20.6
"('wings', 'airliner')",pos,6.0,28.333333333333332,1.0,5.0,0.0,1.3333333333333333,13.0,14.0,101.33333333333333
"('wings', 'lark')",pos,3.5,6.25,0.0,3.5,0.0,3.75,1.75,0.75,153.0
"('wings', 'sheldrake')",pos,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0
"('wings', 'guinea')",pos,0.6,9.8,0.0,0.6,0.0,5.2,2.0,2.6,29.0
"('wings', 'cricket')",pos,0.0,6.333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,5.0,128.33333333333334
"('wings', 'wren')",pos,3.0,5.5,2.0,1.0,0.0,4.25,1.25,0.0,104.75
"('wings', 'wasp')",pos,6.0,10.666666666666666,2.0,4.0,0.0,0.6666666666666666,6.0,4.0,130.0
"('wings', 'falcon')",pos,4.75,27.0,1.0,3.75,0.0,9.25,10.5,7.25,148.25
"('wings', 'skylark')",pos,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.5
"('wings', 'peregrine')",pos,1.0,11.75,1.0,0.0,0.0,7.75,3.25,0.75,85.5
"('wings', 'grasshopper')",pos,2.8,7.2,1.0,1.8,0.0,4.0,3.2,0.0,132.0
"('wings', 'dragonfly')",pos,6.0,4.666666666666667,2.0,4.0,0.0,1.0,2.6666666666666665,1.0,78.66666666666667
"('wings', 'oriole')",pos,0.0,5.5,0.0,0.0,0.0,2.5,2.0,1.0,52.5
"('wings', 'airplane')",pos,7.0,35.333333333333336,2.0,5.0,0.0,5.666666666666667,14.666666666666666,15.0,325.6666666666667
"('wings', 'drone')",pos,5.6,26.0,1.0,4.6,0.0,1.6,11.0,13.4,100.8
"('wings', 'duck')",pos,2.5,38.0,1.1666666666666667,1.3333333333333333,0.0,18.666666666666668,17.0,2.3333333333333335,159.5
"('wings', 'tit')",pos,0.0,5.0,0.0,0.0,0.0,0.5,0.5,4.0,8.75
"('wings', 'canary')",pos,1.0,5.75,0.0,1.0,0.0,2.25,2.0,1.5,33.0
"('wings', 'warbler')",pos,1.75,7.75,0.0,1.75,0.0,3.75,4.0,0.0,59.5
"('wings', 'hawk')",pos,6.25,28.0,2.0,4.25,0.0,8.25,14.0,5.75,80.5
"('wings', 'beetle')",pos,2.75,5.25,1.0,1.75,0.0,1.25,3.0,1.0,88.5
"('wings', 'cock')",pos,1.0,18.0,1.0,0.0,0.0,9.5,5.5,3.0,134.25
"('wings', 'fowl')",pos,2.2,35.2,1.4,0.8,0.0,17.6,15.4,2.2,237.6
"('wings', 'moth')",pos,6.0,5.333333333333333,2.0,4.0,0.0,1.0,4.333333333333333,0.0,107.33333333333333
"('wings', 'archaeopteryx')",pos,4.75,5.75,2.0,2.75,0.0,3.0,2.75,0.0,43.75
"('wings', 'chicken')",pos,2.4,39.0,2.0,0.4,0.0,18.0,19.2,1.8,194.4
"('wings', 'mealybug')",pos,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0
"('wings', 'rooster')",pos,1.5,21.25,1.0,0.5,0.0,10.0,9.25,2.0,134.0
"('wings', 'gull')",pos,5.0,15.5,2.0,3.0,0.0,8.5,4.25,2.75,97.5
"('wings', 'sparrow')",pos,3.0,18.75,1.0,2.0,0.0,7.75,7.0,4.0,143.5
"('wings', 'albatross')",pos,3.75,14.75,1.0,2.75,0.0,5.75,6.0,3.0,142.25
"('wings', 'nightingale')",pos,1.75,5.0,1.0,0.75,0.0,1.25,2.75,1.0,50.25
"('wings', 'egret')",pos,1.0,9.5,1.0,0.0,0.0,5.75,3.75,0.0,53.75
"('wings', 'jet')",pos,7.0,31.75,2.0,5.0,0.0,4.25,14.0,13.5,166.25
"('wings', 'gadfly')",pos,2.0,4.0,1.0,1.0,0.0,1.0,0.0,3.0,71.66666666666667
"('wings', 'angel')",pos,1.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,14.0
"('wings', 'catbird')",pos,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0
"('wings', 'crow')",pos,2.0,8.75,0.25,1.75,0.0,4.25,3.25,1.25,38.25
"('wings', 'pigeon')",pos,6.0,28.75,1.25,4.75,0.0,12.5,12.25,4.0,152.75
"('wings', 'drosophila')",pos,4.0,4.333333333333333,2.0,2.0,0.0,0.0,4.333333333333333,0.0,28.0
"('wings', 'hydroplane')",pos,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0
"('wings', 'stilt')",pos,1.5,5.25,0.0,1.5,0.0,2.5,2.75,0.0,37.0
"('wings', 'weaver')",pos,0.0,5.0,0.0,0.0,0.0,1.75,2.25,1.0,90.5
"('wings', 'insect')",pos,6.0,11.333333333333334,2.0,4.0,0.0,2.3333333333333335,6.0,3.0,115.33333333333333
"('wings', 'stork')",pos,4.0,14.5,1.0,3.0,0.0,6.25,7.0,1.25,120.75
"('wings', 'gnat')",pos,3.0,4.0,0.0,3.0,0.0,1.3333333333333333,2.6666666666666665,0.0,40.333333333333336
"('wings', 'brant')",pos,1.0,8.0,0.0,1.0,0.0,4.0,3.0,1.0,98.5
"('wings', 'roach')",pos,1.0,4.75,0.25,0.75,0.0,0.75,2.75,1.25,117.5
"('wings', 'trailer')",neg,0.0,6.25,0.0,0.0,0.0,1.25,5.0,0.0,171.0
"('wings', 'copper')",neg,0.0,4.6,0.0,0.0,0.0,0.6,2.4,1.6,175.4
"('wings', 'limo')",neg,0.0,2.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,204.33333333333334
"('wings', 'bus')",neg,0.0,10.0,0.0,0.0,0.0,1.75,2.75,5.5,285.5
"('wings', 'cat')",neg,0.2857142857142857,19.285714285714285,0.0,0.2857142857142857,0.0,7.0,8.285714285714286,4.0,275.7142857142857
"('wings', 'pushcart')",neg,0.0,3.3333333333333335,0.0,0.0,0.0,2.0,0.0,1.3333333333333333,44.333333333333336
"('wings', 'stroller')",neg,0.0,6.333333333333333,0.0,0.0,0.0,0.6666666666666666,4.333333333333333,1.3333333333333333,132.0
"('wings', 'queen')",neg,0.0,6.0,0.0,0.0,0.0,1.6,2.2,2.2,88.4
"('wings', 'clarence')",neg,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,23.333333333333332
"('wings', 'automobile')",neg,0.0,4.333333333333333,0.0,0.0,0.0,0.6666666666666666,2.0,1.6666666666666667,220.66666666666666
"('wings', 'snowplow')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.666666666666664
"('wings', 'thrasher')",neg,2.0,4.8,1.0,1.0,0.0,2.8,2.0,0.0,100.8
"('wings', 'pickup')",neg,0.0,2.75,0.0,0.0,0.0,1.25,1.5,0.0,131.5
"('wings', 'engine')",neg,2.0,9.666666666666666,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,7.0,1.3333333333333333,239.33333333333334
"('wings', 'bandwagon')",neg,0.0,3.6666666666666665,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,2.0,150.0
"('wings', 'saloon')",neg,0.0,4.666666666666667,0.0,0.0,0.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,168.66666666666666
"('wings', 'caravan')",neg,0.0,6.333333333333333,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,3.3333333333333335,135.0
"('wings', 'hobby')",neg,2.25,18.5,0.0,2.25,0.0,6.75,7.75,4.0,299.0
"('wings', 'scrambler')",neg,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,34.333333333333336
"('wings', 'soldier')",neg,1.0,14.0,0.0,1.0,0.0,1.0,1.6666666666666667,11.333333333333334,251.33333333333334
"('wings', 'tractor')",neg,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,55.666666666666664
"('wings', 'wagon')",neg,0.0,3.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.6666666666666666,181.33333333333334
"('wings', 'motorcycle')",neg,0.0,4.333333333333333,0.0,0.0,0.0,0.6666666666666666,1.0,2.6666666666666665,222.0
"('wings', 'diver')",neg,0.5,10.0,0.0,0.5,0.0,0.75,3.5,5.75,178.25
"('wings', 'platypus')",neg,1.0,9.25,0.0,1.0,0.0,3.25,5.0,1.0,46.0
"('wings', 'skateboard')",neg,0.0,5.666666666666667,0.0,0.0,0.0,2.3333333333333335,3.3333333333333335,0.0,148.66666666666666
"('wings', 'diner')",neg,0.0,11.333333333333334,0.0,0.0,0.0,4.333333333333333,5.666666666666667,1.3333333333333333,241.66666666666666
"('wings', 'wrecker')",neg,1.0,4.333333333333333,1.0,0.0,0.0,1.0,2.0,1.3333333333333333,57.333333333333336
"('wings', 'parachute')",neg,0.0,8.0,0.0,0.0,0.0,0.0,7.0,1.0,140.0
"('wings', 'panzer')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
"('wings', 'sitter')",neg,0.0,2.0,0.0,0.0,0.0,0.0,1.25,0.75,83.75
"('wings', 'gondola')",neg,0.6666666666666666,4.666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,4.333333333333333,0.0,103.33333333333333
"('wings', 'railcar')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
"('wings', 'emperor')",neg,0.0,1.4,0.0,0.0,0.0,0.4,0.4,0.6,6.4
"('wings', 'cruiser')",neg,0.0,5.666666666666667,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,2.6666666666666665,69.66666666666667
"('wings', 'viceroy')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.666666666666664
"('wings', 'monarch')",neg,0.6666666666666666,8.0,0.0,0.6666666666666666,0.0,1.0,2.6666666666666665,4.333333333333333,156.66666666666666
"('wings', 'subcompact')",neg,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,85.33333333333333
"('wings', 'bicycle')",neg,0.0,8.333333333333334,0.0,0.0,0.0,1.6666666666666667,5.333333333333333,1.3333333333333333,245.0
"('wings', 'cart')",neg,0.0,5.333333333333333,0.0,0.0,0.0,1.3333333333333333,3.3333333333333335,0.6666666666666666,212.0
"('wings', 'wheel')",neg,0.0,1.6666666666666667,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,114.0
"('wings', 'boxcar')",neg,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,64.33333333333333
"('wings', 'worker')",neg,0.0,15.666666666666666,0.0,0.0,0.0,1.0,4.666666666666667,10.0,331.6666666666667
"('wings', 'ant')",neg,2.0,17.666666666666668,1.0,1.0,0.0,2.6666666666666665,13.0,2.0,220.66666666666666
"('wings', 'amphibian')",neg,0.0,9.75,0.0,0.0,0.0,4.5,5.25,0.0,93.75
"('wings', 'scooter')",neg,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.2,15.2
"('wings', 'car')",neg,0.0,11.666666666666666,0.0,0.0,0.0,1.0,4.666666666666667,6.0,348.0
"('wings', 'dray')",neg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,21.666666666666668
"('wings', 'flea')",neg,0.0,5.333333333333333,0.0,0.0,0.0,0.0,4.333333333333333,1.0,184.0
"('wings', 'sedan')",neg,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,114.0
"('wings', 'zeppelin')",neg,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.0,106.5
"('wings', 'dozer')",neg,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.666666666666664
"('wings', 'balloon')",neg,3.0,12.333333333333334,0.0,3.0,0.0,1.0,10.333333333333334,1.0,235.66666666666666
"('wings', 'crab')",neg,0.0,5.0,0.0,0.0,0.0,0.75,3.75,0.5,28.25
"('wings', 'caboose')",neg,0.0,2.6666666666666665,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,48.666666666666664
"('wings', 'pen')",neg,0.0,2.75,0.0,0.0,0.0,0.0,2.0,0.75,61.5
"('wings', 'jeep')",neg,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,82.66666666666667
"('wings', 'van')",neg,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,28.0
"('wings', 'cabriolet')",neg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0
"('wings', 'merle')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
"('wings', 'forklift')",neg,0.6666666666666666,3.6666666666666665,0.0,0.6666666666666666,0.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,111.66666666666667
"('wings', 'cab')",neg,0.0,3.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.6666666666666665,202.66666666666666
"('wings', 'hearse')",neg,1.3333333333333333,1.0,0.0,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,93.33333333333333
"('wings', 'admiral')",neg,0.0,7.666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,7.0,38.0
"('wings', 'carrier')",neg,3.75,16.75,0.25,3.5,0.0,5.25,5.0,6.5,225.25
"('wings', 'racer')",neg,0.2,5.0,0.0,0.2,0.0,2.0,2.0,1.0,160.0
"('wings', 'dumper')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
"('wings', 'camper')",neg,0.0,2.3333333333333335,0.0,0.0,0.0,1.3333333333333333,1.0,0.0,175.66666666666666
"('wings', 'tricycle')",neg,0.0,4.0,0.0,0.0,0.0,0.0,3.3333333333333335,0.6666666666666666,87.0
"('wings', 'kite')",neg,4.8,5.4,0.4,4.4,0.0,2.0,1.4,2.0,184.0
"('wings', 'bike')",neg,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,239.33333333333334
"('wings', 'limousine')",neg,2.3333333333333335,4.333333333333333,1.0,1.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,181.33333333333334
"('wings', 'lorry')",neg,0.0,4.333333333333333,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,141.0
"('wings', 'trolley')",neg,0.0,5.333333333333333,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,153.66666666666666
"('wings', 'truck')",neg,0.0,8.666666666666666,0.0,0.0,0.0,1.0,3.6666666666666665,4.0,230.0
"('wings', 'locomotive')",neg,0.0,5.0,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,3.3333333333333335,176.0
"('wings', 'carriage')",neg,0.0,4.666666666666667,0.0,0.0,0.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,179.0
"('sweet', 'doughnut')",pos,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0
"('sweet', 'tomato')",pos,2.0,10.2,2.0,0.0,0.0,10.2,0.0,0.0,9.8
"('sweet', 'groundnut')",pos,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0
"('sweet', 'berry')",pos,1.25,9.0,1.25,0.0,0.0,9.0,0.0,0.0,5.5
"('sweet', 'tangerine')",pos,1.0,12.8,1.0,0.0,0.0,12.8,0.0,0.0,5.0
"('sweet', 'cherry')",pos,2.0,15.333333333333334,2.0,0.0,0.0,15.333333333333334,0.0,0.0,10.166666666666666
"('sweet', 'vegetable')",pos,1.4,9.8,1.4,0.0,0.0,9.8,0.0,0.0,6.6
"('sweet', 'date')",pos,0.0,1.4,0.0,0.0,0.0,1.4,0.0,0.0,9.4
"('sweet', 'apple')",pos,0.6,14.2,0.6,0.0,0.0,14.2,0.0,0.0,7.2
"('sweet', 'honey')",pos,2.0,17.666666666666668,2.0,0.0,0.0,17.666666666666668,0.0,0.0,10.0
"('sweet', 'condiment')",pos,1.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,5.0
"('sweet', 'wine')",pos,2.0,15.333333333333334,2.0,0.0,0.0,15.333333333333334,0.0,0.0,11.666666666666666
"('sweet', 'hazelnut')",pos,1.0,11.5,1.0,0.0,0.0,11.5,0.0,0.0,3.5
"('sweet', 'tater')",pos,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
"('sweet', 'sugar')",pos,2.0,14.5,2.0,0.0,0.0,14.5,0.0,0.0,9.25
"('sweet', 'yoghurt')",pos,1.0,12.0,1.0,0.0,0.0,12.0,0.0,0.0,3.0
"('sweet', 'plantain')",pos,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0
"('sweet', 'juice')",pos,1.3333333333333333,16.333333333333332,1.3333333333333333,0.0,0.0,16.333333333333332,0.0,0.0,9.333333333333334
"('sweet', 'taro')",pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"('sweet', 'hackberry')",pos,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"('sweet', 'breadfruit')",pos,1.0,2.6,1.0,0.0,0.0,2.6,0.0,0.0,1.0
"('sweet', 'beetroot')",pos,0.0,3.4,0.0,0.0,0.0,3.4,0.0,0.0,2.0
"('sweet', 'dessert')",pos,2.0,18.0,2.0,0.0,0.0,18.0,0.0,0.0,8.0
"('sweet', 'huckleberry')",pos,0.0,3.4,0.0,0.0,0.0,3.4,0.0,0.0,0.0
"('sweet', 'mango')",pos,2.0,18.0,2.0,0.0,0.0,18.0,0.0,0.0,7.2
"('sweet', 'raspberry')",pos,1.0,16.666666666666668,1.0,0.0,0.0,16.666666666666668,0.0,0.0,2.1666666666666665
"('sweet', 'gift')",pos,1.5,5.5,1.5,0.0,0.0,5.5,0.0,0.0,11.0
"('sweet', 'peanut')",pos,0.0,5.75,0.0,0.0,0.0,5.75,0.0,0.0,2.25
"('sweet', 'rhubarb')",pos,1.0,14.8,1.0,0.0,0.0,14.8,0.0,0.0,5.4
"('sweet', 'strawberry')",pos,0.4,12.2,0.4,0.0,0.0,12.2,0.0,0.0,3.2
"('sweet', 'pomegranate')",pos,2.0,14.2,2.0,0.0,0.0,14.2,0.0,0.0,5.0
"('sweet', 'cookie')",pos,0.25,7.0,0.25,0.0,0.0,7.0,0.0,0.0,6.0
"('sweet', 'sultana')",pos,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"('sweet', 'lemonade')",pos,2.0,15.333333333333334,2.0,0.0,0.0,15.333333333333334,0.0,0.0,9.333333333333334
"('sweet', 'cob')",pos,2.0,4.666666666666667,2.0,0.0,0.0,4.666666666666667,0.0,0.0,2.5
"('sweet', 'orange')",pos,1.8333333333333333,13.166666666666666,1.8333333333333333,0.0,0.0,13.166666666666666,0.0,0.0,9.0
"('sweet', 'currant')",pos,1.0,15.0,1.0,0.0,0.0,15.0,0.0,0.0,2.0
"('sweet', 'plum')",pos,2.0,14.6,2.0,0.0,0.0,14.6,0.0,0.0,10.6
"('sweet', 'walnut')",pos,0.0,12.8,0.0,0.0,0.0,12.8,0.0,0.0,7.2
"('sweet', 'cake')",pos,2.0,12.666666666666666,2.0,0.0,0.0,12.666666666666666,0.0,0.0,8.333333333333334
"('sweet', 'apricot')",pos,1.0,16.6,1.0,0.0,0.0,16.6,0.0,0.0,6.2
"('sweet', 'coconut')",pos,2.0,10.8,2.0,0.0,0.0,10.8,0.0,0.0,8.4
"('sweet', 'tabasco')",pos,0.0,1.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,5.333333333333333
"('sweet', 'grapefruit')",pos,2.0,15.4,2.0,0.0,0.0,15.4,0.0,0.0,7.2
