pair,label,prop-specific
"('dangerous', 'scorpion')",pos,0.2758610424068239
"('dangerous', 'saxitoxin')",pos,
"('dangerous', 'unction')",neg,
"('dangerous', 'fork')",neg,
"('dangerous', 'toad')",neg,
"('dangerous', 'pestle')",neg,
"('dangerous', 'remedy')",neg,0.26685214663545287
"('dangerous', 'hoe')",neg,
"('dangerous', 'isoniazid')",neg,
"('dangerous', 'jack')",neg,
"('dangerous', 'mop')",neg,
"('dangerous', 'soup')",neg,
"('dangerous', 'blender')",neg,
"('dangerous', 'starter')",neg,
"('dangerous', 'arm')",neg,
"('dangerous', 'businessman')",neg,
"('dangerous', 'dip')",neg,
"('dangerous', 'bill')",neg,
"('dangerous', 'rabbit')",neg,
"('dangerous', 'plane')",neg,0.4496943175792694
"('dangerous', 'stamper')",neg,
"('dangerous', 'bucket')",neg,
"('dangerous', 'langur')",neg,
"('dangerous', 'gentamicin')",neg,
"('dangerous', 'iodine')",neg,0.06848666071891785
"('dangerous', 'cure')",neg,0.19924026230971018
"('dangerous', 'bar')",neg,0.10943765838940937
"('dangerous', 'aspirin')",neg,
"('dangerous', 'beetle')",neg,
"('dangerous', 'ointment')",neg,
"('dangerous', 'file')",neg,
"('dangerous', 'opener')",neg,
"('dangerous', 'tuck')",neg,
"('dangerous', 'pusher')",neg,
"('dangerous', 'tap')",neg,
"('dangerous', 'crowbar')",neg,0.2146157423655192
"('dangerous', 'buffer')",neg,
"('dangerous', 'crease')",neg,
"('dangerous', 'menthol')",neg,
"('dangerous', 'slice')",neg,
"('dangerous', 'nursing')",neg,
"('dangerous', 'glove')",neg,
"('dangerous', 'prelacy')",neg,
"('dangerous', 'turtle')",neg,
"('dangerous', 'rod')",neg,0.10439802706241608
"('dangerous', 'typhlopidae')",neg,
"('dangerous', 'goat')",neg,
"('dangerous', 'elixir')",neg,
"('dangerous', 'ciprofloxacin')",neg,
"('dangerous', 'cardinalate')",neg,
"('dangerous', 'hornbill')",neg,
"('dangerous', 'naproxen')",neg,
"('dangerous', 'lister')",neg,
"('dangerous', 'spud')",neg,
"('dangerous', 'clipper')",neg,
"('dangerous', 'sulfonamide')",neg,
"('dangerous', 'gutter')",neg,0.2193140983581543
"('dangerous', 'flack')",neg,
"('dangerous', 'colchicine')",neg,
"('dangerous', 'laxative')",neg,
"('dangerous', 'penicillin')",neg,
"('wings', 'warbler')",pos,
"('wings', 'gnat')",pos,0.5384768068790435
"('wings', 'currawong')",pos,
"('wings', 'bat')",pos,0.5184285342693329
"('wings', 'jackdaw')",pos,0.4090285897254944
"('wings', 'tattler')",pos,
"('wings', 'rooster')",pos,
"('wings', 'peregrine')",pos,
"('wings', 'robin')",pos,
"('wings', 'pintail')",pos,
"('wings', 'grasshopper')",pos,0.5243708638350169
"('wings', 'eagle')",pos,0.5384767846266428
"('wings', 'sheldrake')",pos,
"('wings', 'wren')",pos,
"('wings', 'shoveler')",pos,
"('wings', 'quail')",pos,
"('wings', 'tit')",pos,
"('wings', 'damselfly')",pos,
"('wings', 'sawfly')",pos,
"('wings', 'nightingale')",pos,
"('wings', 'stork')",pos,
"('wings', 'lark')",pos,
"('wings', 'stilt')",pos,
"('wings', 'egret')",pos,
"('wings', 'catbird')",pos,
"('wings', 'gadfly')",pos,
"('wings', 'eider')",pos,
"('wings', 'cock')",pos,
"('wings', 'oriole')",pos,
"('wings', 'drosophila')",pos,0.6747095584869385
"('wings', 'roach')",pos,0.13333886861801147
"('wings', 'falcon')",pos,0.5348128318786621
"('wings', 'skylark')",pos,0.5469440221786499
"('wings', 'dragonfly')",pos,0.5348128318786621
"('wings', 'petrel')",pos,0.4111615940928459
"('wings', 'tortrix')",pos,
"('wings', 'bird')",pos,0.5333609368119921
"('wings', 'megapode')",pos,
"('wings', 'crow')",pos,0.4777414451042811
"('wings', 'airliner')",pos,0.5384767949581146
"('wings', 'grackle')",pos,
"('wings', 'mosquito')",pos,0.5384767790635426
"('wings', 'spoonbill')",pos,
"('wings', 'pochard')",pos,
"('wings', 'guinea')",pos,0.11701277613639831
"('wings', 'babbler')",pos,
"('wings', 'brant')",pos,0.5238421559333801
"('wings', 'hawk')",pos,0.5384767899910609
"('wings', 'albatross')",pos,0.6066130032142003
"('wings', 'vireo')",pos,
"('wings', 'weaver')",pos,
"('wings', 'gull')",pos,0.45942096908887226
"('wings', 'merganser')",pos,
"('wings', 'grosbeak')",pos,
"('wings', 'weka')",pos,
"('wings', 'duck')",pos,0.3942517737547557
"('wings', 'angel')",pos,0.5087937613328298
"('wings', 'archaeopteryx')",pos,0.5047265291213989
"('wings', 'mealybug')",pos,
"('wings', 'insect')",pos,0.5080457627773285
"('wings', 'owl')",pos,0.5108274072408676
"('wings', 'cricket')",pos,
"('wings', 'accentor')",pos,
"('wings', 'pigeon')",pos,0.5074220096071561
"('wings', 'crake')",pos,
"('wings', 'wasp')",pos,0.5348128318786621
"('wings', 'marabou')",pos,0.5489432215690613
"('wings', 'airplane')",pos,0.5384767870108287
"('wings', 'sparrow')",pos,0.5898469338814417
"('wings', 'chicken')",pos,0.10261382102966307
"('wings', 'plane')",pos,0.5384768038988113
"('wings', 'trogon')",pos,
"('wings', 'drone')",pos,0.5377439999580383
"('wings', 'fowl')",pos,
"('wings', 'beetle')",pos,
"('wings', 'canary')",pos,
"('wings', 'hydroplane')",pos,0.5750924944877625
"('wings', 'moth')",pos,
"('wings', 'whitethroat')",pos,
"('wings', 'hen')",pos,0.5249952216943106
"('wings', 'jet')",pos,0.5384767850240072
"('wings', 'pickup')",neg,
"('wings', 'lorry')",neg,
"('wings', 'flatcar')",neg,
"('wings', 'diner')",neg,
"('wings', 'subcompact')",neg,
"('wings', 'motorcycle')",neg,
"('wings', 'bike')",neg,
"('wings', 'dray')",neg,
"('wings', 'diver')",neg,
"('wings', 'tractor')",neg,
"('wings', 'engine')",neg,0.4294414520263672
"('wings', 'trailer')",neg,
"('wings', 'emperor')",neg,
"('wings', 'minicab')",neg,
"('wings', 'pushcart')",neg,
"('wings', 'merle')",neg,
"('wings', 'jeep')",neg,
"('wings', 'crab')",neg,
"('wings', 'wagon')",neg,
"('wings', 'sitter')",neg,
"('wings', 'camper')",neg,
"('wings', 'wheel')",neg,
"('wings', 'viceroy')",neg,
"('wings', 'locomotive')",neg,
"('wings', 'wrecker')",neg,
"('wings', 'trolley')",neg,
"('wings', 'gondola')",neg,
"('wings', 'sedan')",neg,
"('wings', 'snowplow')",neg,
"('wings', 'tricycle')",neg,
"('wings', 'panzer')",neg,
"('wings', 'bicycle')",neg,
"('wings', 'cab')",neg,
"('wings', 'car')",neg,
"('wings', 'amphibian')",neg,0.48930394649505615
"('wings', 'queen')",neg,
"('wings', 'oxcart')",neg,0.3646293481190999
"('wings', 'hearse')",neg,
"('wings', 'admiral')",neg,
"('wings', 'caboose')",neg,
"('wings', 'monarch')",neg,
"('wings', 'automobile')",neg,
"('wings', 'cruiser')",neg,
"('wings', 'cabriolet')",neg,
"('wings', 'kite')",neg,0.5384767929712931
"('wings', 'scooter')",neg,
"('wings', 'carriage')",neg,
"('wings', 'balloon')",neg,
"('wings', 'thrasher')",neg,
"('wings', 'van')",neg,
"('wings', 'skateboard')",neg,
"('wings', 'velocipede')",neg,
"('wings', 'silverfish')",neg,
"('wings', 'bandwagon')",neg,
"('wings', 'truck')",neg,
"('wings', 'carrier')",neg,0.4481404473384222
"('wings', 'parachute')",neg,0.5750924944877625
"('wings', 'caravan')",neg,
"('wings', 'racer')",neg,
"('wings', 'copper')",neg,
"('wings', 'forklift')",neg,
"('wings', 'saloon')",neg,
"('wings', 'dumper')",neg,
"('wings', 'boxcar')",neg,
"('wings', 'scrambler')",neg,
"('wings', 'pen')",neg,
"('wings', 'clarence')",neg,
"('wings', 'platypus')",neg,0.13333886861801147
"('wings', 'ant')",neg,
"('wings', 'cat')",neg,
"('wings', 'soldier')",neg,
"('wings', 'dozer')",neg,
"('wings', 'hobby')",neg,0.5602865070104599
"('wings', 'tramcar')",neg,
"('wings', 'railcar')",neg,
"('wings', 'flea')",neg,0.5678070717387729
"('wings', 'limo')",neg,
"('wings', 'stroller')",neg,
"('wings', 'marabout')",neg,
"('wings', 'cart')",neg,
"('wings', 'limousine')",neg,
"('wings', 'worker')",neg,
"('wings', 'zeppelin')",neg,0.3060810367266337
"('wings', 'bus')",neg,
"('sweet', 'gift')",pos,
"('sweet', 'lemonade')",pos,
"('sweet', 'yoghurt')",pos,
"('sweet', 'raisin')",pos,
"('sweet', 'vegetable')",pos,
"('sweet', 'pea')",pos,
"('sweet', 'pumpkin')",pos,
"('sweet', 'bacca')",pos,
"('sweet', 'chilli')",pos,
"('sweet', 'currant')",pos,
"('sweet', 'achene')",pos,
"('sweet', 'chocolate')",pos,
"('sweet', 'satsuma')",pos,
"('sweet', 'honey')",pos,
"('sweet', 'puree')",pos,
"('sweet', 'pineapple')",pos,
"('sweet', 'dewberry')",pos,
"('sweet', 'spud')",pos,
"('sweet', 'berry')",pos,
"('sweet', 'hackberry')",pos,
"('sweet', 'wine')",pos,
"('sweet', 'lychee')",pos,
"('sweet', 'plantain')",pos,
"('sweet', 'fennel')",pos,
"('sweet', 'apricot')",pos,
"('sweet', 'date')",pos,
"('sweet', 'mango')",pos,
"('sweet', 'tomato')",pos,
"('sweet', 'tamarind')",pos,
"('sweet', 'serviceberry')",pos,
"('sweet', 'flavor')",pos,
"('sweet', 'blueberry')",pos,
"('sweet', 'loquat')",pos,
"('sweet', 'grape')",pos,
"('sweet', 'breadfruit')",pos,
"('sweet', 'juice')",pos,
"('sweet', 'sultana')",pos,
"('sweet', 'pear')",pos,
"('sweet', 'fruit')",pos,
"('sweet', 'grapefruit')",pos,
"('sweet', 'walnut')",pos,
"('sweet', 'cookie')",pos,
"('sweet', 'huckleberry')",pos,
"('sweet', 'tater')",pos,
"('sweet', 'onion')",pos,
"('sweet', 'condiment')",pos,
"('sweet', 'candy')",pos,
"('sweet', 'pome')",pos,
"('sweet', 'ketchup')",pos,
"('sweet', 'sugar')",pos,
"('sweet', 'carrot')",pos,
"('sweet', 'jam')",pos,
"('sweet', 'corn')",pos,
"('sweet', 'cob')",pos,
"('sweet', 'doughnut')",pos,
"('sweet', 'squash')",pos,
"('sweet', 'peanut')",pos,
"('sweet', 'biscuit')",pos,
"('sweet', 'yogurt')",pos,
"('sweet', 'muscat')",pos,
"('sweet', 'beet')",pos,
"('sweet', 'allspice')",pos,
"('sweet', 'rhubarb')",pos,
"('sweet', 'almond')",pos,
"('sweet', 'apple')",pos,
"('sweet', 'saskatoon')",pos,
"('sweet', 'mangosteen')",pos,
"('sweet', 'orange')",pos,
"('sweet', 'banana')",pos,
"('sweet', 'coconut')",pos,
"('sweet', 'raspberry')",pos,
"('sweet', 'watermelon')",pos,
"('sweet', 'dessert')",pos,
"('sweet', 'pie')",pos,
"('sweet', 'tangerine')",pos,
"('sweet', 'litchi')",pos,
"('sweet', 'desert')",pos,
"('sweet', 'parsnip')",pos,
"('sweet', 'cherry')",pos,
"('sweet', 'nut')",pos,
"('sweet', 'melon')",pos,
"('sweet', 'pepper')",pos,
"('sweet', 'taro')",pos,
"('sweet', 'flavoring')",pos,
"('sweet', 'tabasco')",pos,
"('sweet', 'strawberry')",pos,
"('sweet', 'pomegranate')",pos,
"('sweet', 'hazelnut')",pos,
"('sweet', 'beetroot')",pos,
"('sweet', 'cider')",pos,
"('sweet', 'cake')",pos,
"('sweet', 'peach')",pos,
"('sweet', 'tea')",pos,
"('sweet', 'groundnut')",pos,
"('sweet', 'plum')",pos,
"('sweet', 'donut')",pos,
"('sweet', 'zucchini')",neg,
"('sweet', 'kale')",neg,
"('sweet', 'asparagus')",neg,
"('sweet', 'coffee')",neg,
"('sweet', 'chicken')",neg,
"('sweet', 'vinaigrette')",neg,
"('sweet', 'wintergreen')",neg,
"('sweet', 'pulse')",neg,
"('sweet', 'soup')",neg,
"('sweet', 'jack')",neg,
"('sweet', 'lentil')",neg,
"('sweet', 'mussel')",neg,
"('sweet', 'sardine')",neg,
"('sweet', 'sorrel')",neg,
"('sweet', 'fry')",neg,
"('sweet', 'freestone')",neg,
"('sweet', 'pork')",neg,
"('sweet', 'lemon')",neg,
"('sweet', 'flageolet')",neg,
"('sweet', 'pod')",neg,
"('sweet', 'bean')",neg,
"('sweet', 'lime')",neg,
"('sweet', 'lobster')",neg,
"('sweet', 'soybean')",neg,
"('sweet', 'peeler')",neg,
"('sweet', 'chickpea')",neg,
"('sweet', 'cucumber')",neg,
"('sweet', 'emperor')",neg,
"('sweet', 'amaranth')",neg,
"('sweet', 'scallop')",neg,
"('sweet', 'pip')",neg,
"('sweet', 'hip')",neg,
"('sweet', 'spike')",neg,
"('sweet', 'acorn')",neg,
"('sweet', 'cauliflower')",neg,
"('sweet', 'pepperoni')",neg,
"('sweet', 'artichoke')",neg,
"('sweet', 'rye')",neg,
"('sweet', 'crab')",neg,
"('sweet', 'bacon')",neg,
"('sweet', 'rice')",neg,
"('sweet', 'cabbage')",neg,
"('sweet', 'olive')",neg,
"('sweet', 'spinach')",neg,
"('sweet', 'chipotle')",neg,
"('sweet', 'pistachio')",neg,
"('sweet', 'bulgur')",neg,
"('sweet', 'edda')",neg,
"('sweet', 'soy')",neg,
"('sweet', 'linseed')",neg,
"('sweet', 'salad')",neg,
"('sweet', 'legume')",neg,
"('sweet', 'grain')",neg,
"('sweet', 'avocado')",neg,
"('sweet', 'ginger')",neg,
"('sweet', 'cottonseed')",neg,
"('sweet', 'butter')",neg,
"('sweet', 'mast')",neg,
"('sweet', 'oyster')",neg,
"('sweet', 'radish')",neg,
"('sweet', 'iceberg')",neg,
"('sweet', 'veg')",neg,
"('sweet', 'broccoli')",neg,
"('sweet', 'cheese')",neg,
"('hot', 'tile')",pos,
"('hot', 'dough')",pos,0.21256372592160624
"('hot', 'heating')",pos,0.26825678788480306
"('hot', 'bread')",pos,0.1895840702785386
"('hot', 'syrup')",pos,
"('hot', 'soup')",pos,0.18746704815162554
"('hot', 'barbecue')",pos,0.2295885652540222
"('hot', 'kitchen')",pos,0.22921967556079229
"('hot', 'campfire')",pos,0.2282812473408523
"('hot', 'shower')",pos,0.2632285145421823
"('hot', 'lightning')",pos,0.25386497875054675
"('hot', 'igniter')",pos,0.3841114044189453
"('hot', 'flame')",pos,0.2257182810987745
"('hot', 'firebox')",pos,0.25918557023008665
"('hot', 'fireplace')",pos,0.23391387185880116
"('hot', 'atole')",pos,0.2877007524172465
"('hot', 'chocolate')",pos,0.16629478045635757
"('hot', 'heater')",pos,0.23832352310419083
"('hot', 'tandoor')",pos,0.22741617187857627
"('hot', 'popcorn')",pos,0.18399194733550153
"('hot', 'burner')",pos,0.22571828393709092
"('hot', 'mug')",pos,0.19305813478098977
"('hot', 'griddle')",pos,0.2524783968925476
"('hot', 'puree')",pos,
"('hot', 'stove')",pos,0.23220321536064148
"('hot', 'bathtub')",pos,0.28747319554289186
"('hot', 'wok')",pos,0.24152475347121558
"('hot', 'cupcake')",pos,
"('hot', 'skillet')",pos,0.20782860964536667
"('hot', 'tray')",pos,0.21287259956200918
"('hot', 'butter')",pos,0.2308105481167634
"('hot', 'jar')",pos,0.2770921339591344
"('hot', 'seasoning')",pos,0.23052981942892076
"('hot', 'bulb')",pos,0.2519633278250694
"('hot', 'pastry')",pos,0.34269869327545166
"('hot', 'fondue')",pos,0.23964875688155493
"('hot', 'oven')",pos,0.23220321349799633
"('hot', 'enchiladas')",pos,
"('hot', 'pizza')",pos,0.10368580122788747
"('hot', 'toast')",pos,0.22573765354851882
"('hot', 'pancake')",pos,0.18868207025031247
"('hot', 'tub')",pos,0.32752546254131526
"('hot', 'casserole')",pos,0.23964875688155493
"('hot', 'space')",pos,
"('hot', 'percolator')",pos,0.3841114044189453
"('hot', 'coal')",pos,0.2709252364933491
"('hot', 'snack')",pos,0.14472857366005581
"('hot', 'bathroom')",pos,0.17611277848482132
"('hot', 'dish')",pos,0.24500699593197733
"('hot', 'toaster')",pos,0.18866881479819617
"('hot', 'firewood')",pos,0.2273432655703454
"('hot', 'noodle')",pos,0.23326965793967247
"('hot', 'glass')",pos,0.23747840523719788
"('hot', 'ingredient')",pos,0.21774491262104778
"('hot', 'tortilla')",pos,
"('hot', 'lava')",pos,0.23227401077747345
"('hot', 'chimney')",pos,0.27070818468928337
"('hot', 'steam')",pos,0.28400275483727455
"('hot', 'bottle')",pos,0.2356832812229792
"('hot', 'outfit')",pos,0.20173025950789453
"('hot', 'charcoal')",pos,0.23995663917490415
"('hot', 'fume')",pos,0.2228832244873047
"('hot', 'coffee')",pos,0.23543627394570243
"('hot', 'boiler')",pos,0.2947479635477066
"('hot', 'grill')",pos,0.2282812502678661
"('hot', 'kiln')",pos,0.2732575461268425
"('hot', 'cooker')",pos,0.24152474800745646
"('hot', 'vapor')",pos,0.3091467830042044
"('hot', 'spiciness')",pos,0.2654082576433818
"('hot', 'bath')",pos,0.2904493365022871
"('hot', 'soot')",pos,0.25770094125043774
"('hot', 'hearth')",pos,0.23391386653695787
"('hot', 'meat')",pos,0.2308670895440238
"('hot', 'sauce')",pos,0.23353246438006559
"('hot', 'fire')",pos,0.22479404363603822
"('hot', 'pot')",pos,0.23035625004697413
"('hot', 'pudding')",pos,0.209246010830005
"('hot', 'sandwich')",pos,0.12741105010112125
"('hot', 'summertime')",pos,0.21569385814170042
"('hot', 'cookware')",pos,0.30062302698691684
"('hot', 'pasta')",pos,0.34269869327545166
"('hot', 'sauna')",pos,0.2947479635477066
"('hot', 'dessert')",pos,0.2947123125195503
"('hot', 'atmosphere')",pos,0.3038203669918908
"('hot', 'pie')",pos,0.12384062260389328
"('hot', 'jug')",pos,0.24384632954994837
"('hot', 'water')",pos,0.25534213193293126
"('hot', 'drink')",pos,0.20430297857771315
"('hot', 'roast')",pos,0.1869931612163782
"('hot', 'geyser')",pos,
"('hot', 'kettle')",pos,0.21757218539714815
"('hot', 'heat')",pos,0.241197002359799
"('hot', 'chutney')",pos,
"('hot', 'jungle')",pos,0.3729791690905889
"('hot', 'furnace')",pos,0.2630551099777222
"('hot', 'can')",pos,0.23648626264184716
"('hot', 'kerosene')",pos,0.24792345874011518
"('hot', 'flatbread')",pos,0.34269869327545166
"('hot', 'cake')",pos,0.1273269686434004
"('hot', 'custard')",pos,0.16147054048875967
"('hot', 'marinade')",pos,0.34269869327545166
"('hot', 'tea')",pos,0.23606585413217546
"('hot', 'fruitcake')",neg,
"('hot', 'flowerpot')",neg,
"('hot', 'argument')",neg,
"('hot', 'vinaigrette')",neg,
"('hot', 'condiment')",neg,0.25240692496299744
"('hot', 'candy')",neg,
"('hot', 'lemonade')",neg,
"('hot', 'bikini')",neg,
"('hot', 'utensil')",neg,0.34269869327545166
"('hot', 'nose')",neg,
"('hot', 'winter')",neg,
"('hot', 'cream')",neg,
"('hot', 'basement')",neg,
"('hot', 'refrigerator')",neg,
"('hot', 'vegetable')",neg,0.14626930490136147
"('hot', 'cooler')",neg,
"('hot', 'countertop')",neg,
"('hot', 'icicle')",neg,
"('hot', 'beer')",neg,
"('hot', 'fridge')",neg,0.1818173850576083
"('hot', 'river')",neg,
"('hot', 'happiness')",neg,
"('hot', 'people')",neg,
"('hot', 'freezer')",neg,
"('hot', 'anger')",neg,
"('hot', 'problem')",neg,
"('hot', 'yogurt')",neg,
"('hot', 'pomade')",neg,
"('hot', 'idea')",neg,
"('hot', 'sundae')",neg,
"('hot', 'cheesecloth')",neg,
"('hot', 'toe')",neg,
"('hot', 'juice')",neg,0.1280371348063151
"('hot', 'shoe')",neg,
"('hot', 'puzzle')",neg,
"('hot', 'vinyl')",neg,
"('hot', 'boot')",neg,
"('hot', 'garlic')",neg,0.14128098388512927
"('hot', 'toilet')",neg,
"('hot', 'laundry')",neg,
"('hot', 'ice')",neg,
"('hot', 'table')",neg,
"('hot', 'hair')",neg,0.0869938333829244
"('used_in_cooking', 'dough')",pos,0.4174083774051969
"('used_in_cooking', 'asparagus')",pos,0.37892989714940395
"('used_in_cooking', 'bread')",pos,0.4143694734407796
"('used_in_cooking', 'potato')",pos,0.42987583103634064
"('used_in_cooking', 'soup')",pos,0.413234699537199
"('used_in_cooking', 'lettuce')",pos,0.44867594535979965
"('used_in_cooking', 'vegetable')",pos,0.4315379111894539
"('used_in_cooking', 'pea')",pos,0.5275691837900215
"('used_in_cooking', 'chickpea')",pos,
"('used_in_cooking', 'cucumber')",pos,0.43603031025046396
"('used_in_cooking', 'cornmeal')",pos,0.40640699636368527
"('used_in_cooking', 'slicer')",pos,0.7042348384857178
"('used_in_cooking', 'scallop')",pos,
"('used_in_cooking', 'prawn')",pos,0.26916393886009854
"('used_in_cooking', 'knife')",pos,0.516970499853293
"('used_in_cooking', 'stove')",pos,0.46355022241671884
"('used_in_cooking', 'flour')",pos,0.41380208775046323
"('used_in_cooking', 'pineapple')",pos,0.4576057232916355
"('used_in_cooking', 'cutter')",pos,0.7573371291160583
"('used_in_cooking', 'spatula')",pos,
"('used_in_cooking', 'beef')",pos,0.40852638602493296
"('used_in_cooking', 'butter')",pos,0.41436948262588685
"('used_in_cooking', 'broccoli')",pos,0.3499522238969802
"('used_in_cooking', 'scoop')",pos,
"('used_in_cooking', 'fork')",pos,0.24377412348985672
"('used_in_cooking', 'pastry')",pos,0.4155042517398085
"('used_in_cooking', 'blender')",pos,0.5258644223213196
"('used_in_cooking', 'oven')",pos,0.4212166390248707
"('used_in_cooking', 'bean')",pos,0.39899474259406803
"('used_in_cooking', 'pimento')",pos,
"('used_in_cooking', 'cream')",pos,0.4109622228831526
"('used_in_cooking', 'casserole')",pos,0.42630895106565386
"('used_in_cooking', 'tomato')",pos,0.41039336295354933
"('used_in_cooking', 'sausage')",pos,0.40555978788151625
"('used_in_cooking', 'stew')",pos,0.4155042442892279
"('used_in_cooking', 'toaster')",pos,0.3894650836785634
"('used_in_cooking', 'celery')",pos,0.4082282451788585
"('used_in_cooking', 'artichoke')",pos,0.4928794902563095
"('used_in_cooking', 'noodle')",pos,0.38905536773658933
"('used_in_cooking', 'bacon')",pos,0.4110679707179467
"('used_in_cooking', 'ham')",pos,0.41760718787000295
"('used_in_cooking', 'tablespoon')",pos,
"('used_in_cooking', 'vinegar')",pos,0.41323470694835857
"('used_in_cooking', 'shrimp')",pos,0.4129537532460832
"('used_in_cooking', 'tortilla')",pos,0.3760457138220469
"('used_in_cooking', 'radish')",pos,
"('used_in_cooking', 'onion')",pos,0.39874319210648534
"('used_in_cooking', 'condiment')",pos,0.37921878660009023
"('used_in_cooking', 'apron')",pos,
"('used_in_cooking', 'bass')",pos,
"('used_in_cooking', 'parer')",pos,
"('used_in_cooking', 'grater')",pos,0.6288717985153198
"('used_in_cooking', 'mussel')",pos,
"('used_in_cooking', 'mayonnaise')",pos,0.37921878127824693
"('used_in_cooking', 'carrot')",pos,0.430230013990686
"('used_in_cooking', 'taco')",pos,0.3081152555015352
"('used_in_cooking', 'sapodilla')",pos,
"('used_in_cooking', 'lime')",pos,0.415138828415404
"('used_in_cooking', 'lobster')",pos,0.4064070022531918
"('used_in_cooking', 'corn')",pos,0.41513882924324613
"('used_in_cooking', 'spiciness')",pos,
"('used_in_cooking', 'slaw')",pos,
"('used_in_cooking', 'microwave')",pos,0.4351519227027893
"('used_in_cooking', 'pounder')",pos,
"('used_in_cooking', 'blade')",pos,
"('used_in_cooking', 'steak')",pos,0.41665828934619353
"('used_in_cooking', 'confit')",pos,0.5613508572181066
"('used_in_cooking', 'meat')",pos,0.4120999362181734
"('used_in_cooking', 'cauliflower')",pos,0.3770340579748154
"('used_in_cooking', 'pepperoni')",pos,
"('used_in_cooking', 'sauce')",pos,0.4120999363561471
"('used_in_cooking', 'rhubarb')",pos,0.3770340579748154
"('used_in_cooking', 'almond')",pos,0.4074376360291526
"('used_in_cooking', 'oregano')",pos,0.25355255603790283
"('used_in_cooking', 'cheese')",pos,0.41380208763220006
"('used_in_cooking', 'coconut')",pos,0.4045930739669573
"('used_in_cooking', 'pasta')",pos,0.39911968147470833
"('used_in_cooking', 'pestle')",pos,0.48139480998118717
"('used_in_cooking', 'chicken')",pos,0.4134616546332836
"('used_in_cooking', 'vinaigrette')",pos,
"('used_in_cooking', 'mushroom')",pos,0.4243381095784051
"('used_in_cooking', 'gravy')",pos,0.40640699813763304
"('used_in_cooking', 'lentil')",pos,0.3984568207628197
"('used_in_cooking', 'spoon')",pos,0.4481114074587822
"('used_in_cooking', 'cutlet')",pos,
"('used_in_cooking', 'aubergine')",pos,0.3042630672454834
"('used_in_cooking', 'chorizo')",pos,
"('used_in_cooking', 'corkscrew')",pos,
"('used_in_cooking', 'opener')",pos,0.49531904608011246
"('used_in_cooking', 'cutlery')",pos,0.4885975681245327
"('used_in_cooking', 'mustard')",pos,0.3949227842262813
"('used_in_cooking', 'rice')",pos,0.41699733679729795
"('used_in_cooking', 'cabbage')",pos,0.41821919514073264
"('used_in_cooking', 'spinach')",pos,0.4134943188372112
"('used_in_cooking', 'cleaver')",pos,0.4988408200442791
"('used_in_cooking', 'chutney')",pos,0.47034084679824967
"('used_in_cooking', 'turnip')",pos,0.5336636781692505
"('used_in_cooking', 'flatbread')",pos,0.4424395539930889
"('used_in_cooking', 'cake')",pos,0.41436947095725274
"('used_in_cooking', 'galangal')",pos,
"('used_in_cooking', 'marinade')",pos,0.43792188894890605
"('used_in_cooking', 'garlic')",pos,0.40157341329114776
"('used_in_cooking', 'jigsaw')",neg,
"('used_in_cooking', 'mower')",neg,
"('used_in_cooking', 'clincher')",neg,
"('used_in_cooking', 'bevel')",neg,
"('used_in_cooking', 'hoe')",neg,
"('used_in_cooking', 'sparrow')",neg,
"('used_in_cooking', 'burr')",neg,
"('used_in_cooking', 'comb')",neg,
"('used_in_cooking', 'ripsaw')",neg,
"('used_in_cooking', 'pincer')",neg,0.4966345429420471
"('used_in_cooking', 'axe')",neg,
"('used_in_cooking', 'shaver')",neg,
"('used_in_cooking', 'scythe')",neg,
"('used_in_cooking', 'reamer')",neg,
"('used_in_cooking', 'rammer')",neg,
"('used_in_cooking', 'stylus')",neg,
"('used_in_cooking', 'plane')",neg,
"('used_in_cooking', 'stamper')",neg,
"('used_in_cooking', 'hammer')",neg,
"('used_in_cooking', 'lancet')",neg,
"('used_in_cooking', 'scalpel')",neg,0.7042348384857178
"('used_in_cooking', 'sickle')",neg,
"('used_in_cooking', 'pitchfork')",neg,
"('used_in_cooking', 'beetle')",neg,
"('used_in_cooking', 'file')",neg,0.7067925284306209
"('used_in_cooking', 'canary')",neg,
"('used_in_cooking', 'router')",neg,
"('used_in_cooking', 'straightedge')",neg,
"('used_in_cooking', 'mallet')",neg,
"('used_in_cooking', 'chisel')",neg,
"('used_in_cooking', 'grasshopper')",neg,
"('used_in_cooking', 'switchblade')",neg,
"('used_in_cooking', 'pallet')",neg,
"('used_in_cooking', 'flannel')",neg,
"('used_in_cooking', 'chainsaw')",neg,
"('used_in_cooking', 'pickaxe')",neg,
"('used_in_cooking', 'polisher')",neg,
"('used_in_cooking', 'hayfork')",neg,
"('used_in_cooking', 'mattock')",neg,
"('used_in_cooking', 'lance')",neg,
"('used_in_cooking', 'snip')",neg,
"('used_in_cooking', 'acaridae')",neg,
"('used_in_cooking', 'jackknife')",neg,
"('used_in_cooking', 'hacksaw')",neg,
"('used_in_cooking', 'drill')",neg,
"('used_in_cooking', 'violin')",neg,
"('used_in_cooking', 'auger')",neg,
"('used_in_cooking', 'stamp')",neg,
"('used_in_cooking', 'gang')",neg,0.7523267467816671
"('used_in_cooking', 'pigweed')",neg,
"('used_in_cooking', 'spanner')",neg,
"('used_in_cooking', 'hatchet')",neg,
"('used_in_cooking', 'screwdriver')",neg,
"('used_in_cooking', 'grappler')",neg,
"('used_in_cooking', 'spade')",neg,
