,criminal,animal,relation,bird,fish,object,food,all,mammal,female,measure,communication,no-cat,mean,median
chairman,0.0,0.0,0.0,0.0,0.0,0.00030802642683183494,0.0,0.00030555763669450384,0.0,0.0,0.0,0.0,0.0,4.719877411741068e-05,0.0
manager,0.0,0.0,0.0,0.0,0.0,0.00020695217532838082,0.0,0.00020476503829476068,0.0,0.0,0.0,0.0,0.0,3.1670554894087805e-05,0.0
headmaster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
patriarch,0.0,0.0,0.0,0.0,0.0,0.00019594940438935458,0.0,0.00019318518697663688,0.0,0.0,0.0,0.0,0.0002993231154584424,5.2958285140341064e-05,0.0
god,0.0,0.0,0.0,0.0,0.0,0.003848213099279616,0.0,0.0038465589286864337,0.0,0.0,0.0,0.0,0.0,0.0005919055406127731,0.0
master,0.0,0.0,0.0,0.0,0.0,0.0009995971308727383,0.0,0.0010016479924670014,0.0,0.0,0.0,0.0,0.0,0.00015394193256459537,0.0
czar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policeman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prince,0.0,0.0,0.0,0.0,0.0,0.0021918738213234845,0.0,0.0021781227440465026,0.0,0.0,0.0,0.0,0.0,0.0003361535819515375,0.0
homeboy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pathologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scorer,0.0,0.0,0.0,0.0,0.0,0.000421819607791675,0.0,0.00041931277213064563,0.0,0.0,0.0,0.0,0.0,6.470249076325544e-05,0.0
leader,0.0,0.0,0.0,0.0,0.0,0.0012738928540665603,0.0,0.0012652145033037326,0.0,0.0,0.0,0.0,0.0,0.0001953159505669456,0.0
biologist,0.0,0.0,0.0,0.0,0.0,0.0017847041738387364,0.0,0.0017672622205474405,0.0,0.0,0.0,0.0,0.0,0.00027322818418355207,0.0
rover,0.0,0.0,0.0,0.0,0.0,0.00024885783326794825,0.0,0.00024814625065549314,0.0,0.0002979626554614202,0.0,0.0,0.00033164467430454007,8.66624164376463e-05,0.0
driver,0.0,0.0,0.0,0.0,0.0,0.003241637405333724,0.0,0.0031935773878255438,0.0,0.0,0.0,0.003082703948190472,0.0,0.0007321475954884415,0.0
liberal,0.0,0.0,0.0,0.0,0.0,0.0009810541129846072,0.0,0.0009727974356166317,0.0,0.0,0.0,0.0,0.0,0.00015029627296932608,0.0
pioneer,0.0,0.0,0.0,0.0,0.0,0.008419270628381893,0.0,0.00836915170029416,0.0,0.0,0.0,0.0,0.0,0.0012914171022058501,0.0
guard,0.0,0.0,0.0,0.0,0.0,0.0005429881196655175,0.0,0.0005344008848360345,0.0,0.0,0.0,0.0,0.0,8.287607726935016e-05,0.0
sidekick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hematologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
godfather,0.0,0.0,0.0,0.0,0.0,0.0011040222335954105,0.0,0.0010957469200002237,0.0,0.0,0.0,0.0,0.0,0.00016921301181504878,0.0
bassist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
federalist,0.0,0.0,0.0,0.0,0.0,0.0021582011334923086,0.0,0.0021472446820812252,0.0,0.0,0.0,0.0,0.0,0.0003311881396595026,0.0
hippy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daddy,0.0,0.0,0.0,0.0,0.0,0.0005579024571062886,0.0,0.0005497313308108447,0.0,0.0,0.0,0.0,0.0,8.520259907054872e-05,0.0
spokesman,0.0,0.0,0.0,0.0,0.0,0.00028269986113958984,0.0,0.0002814329165444642,0.0,0.0,0.0,0.0,0.0,4.339482905261954e-05,0.0
assistant,0.0,0.0,0.0,0.0,0.0,0.00014907509527905684,0.0,0.00014813053679542187,0.0,0.0,0.0,0.0,0.0,2.2861971698036826e-05,0.0
idiot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duke,0.0,0.0,0.0,0.0,0.0,0.0008806285840852638,0.0,0.0008713337358623675,0.0,0.0,0.0,0.0,0.0,0.00013476633230366395,0.0
brother,0.0,0.0,0.0,0.0,0.0,0.0032932465078301747,0.0,0.0032675709634103246,0.0,0.0,0.0,0.0,0.0,0.0005046782670185,0.0
tsar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
masseur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
steward,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inmate,0.0,0.0,0.0,0.0,0.0,0.002591098329790597,0.0,0.002574909645481648,0.0,0.0,0.0,0.0,0.0,0.0003973852288670958,0.0
concierge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neurobiologist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
groom,0.0,0.0,0.0,0.0,0.0,0.001110420581146843,0.0,0.0010998805491517429,0.0,0.0,0.0,0.0,0.0,0.000170023163869122,0.0
countertenor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lad,0.0,0.0,0.0,0.0,0.0,0.0027900052662305367,0.0,0.00277125136173811,0.0,0.0,0.0,0.0,0.003343445343190673,0.000684977074704563,0.0
lover,0.0,0.0,0.0,0.0,0.0,0.0008764666462680757,0.0,0.0008693971315863311,0.0,0.0,0.0,0.0,0.0,0.00013429721368110823,0.0
twin,0.0,0.0,0.0,0.0,0.0,0.017832403238590932,0.0,0.017541147761849372,0.0,0.0,0.0,0.0,0.0,0.002721042384649254,0.0
batman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ally,0.0,0.0,0.0,0.0,0.0,0.0004901549659720116,0.0,0.0004861111544138494,0.0,0.0,0.0,0.0,0.0,7.509739387583546e-05,0.0
comrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psychologist,0.0,0.0,0.0,0.0,0.0,0.001101683343675499,0.0,0.0010986986917780775,0.0,0.0,0.0,0.0,0.0,0.00016926015657335204,0.0
son,0.0,0.0,0.0,0.0,0.0,0.06619003128261186,0.0,0.06568267139752788,0.0,0.0,0.0,0.0,0.05947382257512353,0.014718963481174095,0.0
paterfamilias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trafficker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiance,0.0,0.0,0.0,0.0,0.0,0.010571823988125489,0.0,0.010532285437101266,0.0,0.0,0.0,0.0,0.0,0.0016233930327097502,0.0
boyfriend,0.0,0.0,0.0,0.0,0.0,0.006675086652254611,0.0,0.006613768855155956,0.0,0.0,0.0,0.0,0.006580038391472611,0.0015283764537602446,0.0
founder,0.0,0.0,0.0,0.0,0.0,0.006111195500482219,0.0,0.006101718948582948,0.0,0.0,0.0,0.0,0.0,0.0009394549576203974,0.0
uncle,0.0,0.0,0.0,0.0,0.0,0.002922743556348827,0.0,0.0028880428951149504,0.0,0.0,0.0,0.0,0.0,0.00044698357318952137,0.0
refugee,0.0,0.0,0.0,0.0,0.0,0.0008453178193498175,0.0,0.0008389314776676787,0.0,0.0,0.0,0.0,0.0,0.00012955763823211509,0.0
lifeguard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
monastic,0.0,0.0,0.0,0.0,0.0,0.006575404716100796,0.0,0.00651589233570528,0.0,0.0,0.0,0.0,0.0,0.0010070228501389289,0.0
suitor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cofounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
womanizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
businessman,0.0,0.0,0.0,0.0,0.0,0.0007544325675693199,0.0,0.000746990582200073,0.0,0.0,0.0,0.0,0.0,0.00011549408844379945,0.0
hero,0.0,0.0,0.0,0.0,0.0,0.007221454996639913,0.009808703406655418,0.007191525070913542,0.0,0.0,0.0,0.0,0.0,0.0018632064210929904,0.0
heir,0.0,0.0,0.0,0.0,0.0,0.005266186401523798,0.0,0.005193095703264493,0.0,0.0,0.0,0.0,0.0,0.0008045601619067915,0.0
gentleman,0.0,0.0,0.0,0.0,0.0,0.0017671819834619246,0.0,0.0017580594313523234,0.0,0.0,0.0,0.0,0.0016728572752990436,0.00039985374539333016,0.0
goddess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013932122371756311,0.0,0.011022913320114527,0.0,0.0,0.0,0.0019196181301439107,0.0
cinderella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superwoman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017323730422602883,0.0,0.0,0.0,0.0016624448077938547,0.0,0.00026113983461954944,0.0
mrs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002686460341906314,0.0,0.002767319842732459,0.0,0.0,0.0,0.000419521552664521,0.0
mister,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004372925423948469,0.0,0.0005018281216629896,0.0,0.0,0.0,7.224005108137204e-05,0.0
