context,n_pos,total_pos,n_neg,total_neg
eases,1,3,0,3
noxious,1,3,1,3
afghan,1,3,0,3
undercover,1,3,0,3
remembers,1,3,1,3
tourniquet,1,3,0,3
comatose,1,3,0,3
abused,1,3,1,3
cache,1,3,0,3
storing,1,3,0,3
ann,1,3,0,3
netted,1,3,0,3
truckload,1,3,0,3
enhancer,1,3,0,3
cord,1,3,1,3
junkie,1,3,0,3
110,1,3,0,3
soldier,1,3,0,3
61,1,3,0,3
ordered,1,3,3,3
experiments,1,3,4,3
blacks,1,3,3,3
recovered,1,3,2,3
act,1,3,2,3
boosting,1,3,2,3
killer,1,3,4,3
neil,1,3,0,3
detained,1,3,1,3
stanley,1,3,0,3
1980,1,3,2,3
burns,1,3,1,3
dad,1,3,2,3
princess,1,3,0,3
550,1,3,2,3
numb,1,3,1,3
prescriptions,1,3,5,3
developing,1,3,6,3
released,1,3,5,3
police,1,3,2,3
levin,1,3,0,3
synthesized,1,3,2,3
acts,1,3,3,3
purposes,1,3,1,3
illicit,1,3,2,3
transformed,1,3,2,3
songs,1,3,3,3
surgeon,1,3,2,3
care,1,3,3,3
made,1,3,4,3
processing,1,3,2,3
ice,1,3,2,3
activated,1,3,3,3
arm,1,3,3,3
acted,1,3,3,3
manufacturing,1,3,2,3
unlike,1,3,3,3
afraid,1,3,2,3
noticed,1,3,3,3
elderly,1,3,1,3
put,1,3,8,3
heiress,1,3,0,3
shoot,1,3,0,3
shoots,1,3,0,3
journey,1,3,1,3
dilute,1,3,0,3
stupor,1,3,0,3
circumcision,1,3,1,3
pak,1,3,1,3
shout,1,3,0,3
sacks,1,3,1,3
apartment,1,3,1,3
groin,1,3,1,3
jackie,1,3,0,3
semi,1,3,0,3
overdosing,1,3,1,3
pakistani,1,3,1,3
gather,1,3,1,3
confiscation,1,3,1,3
raids,1,3,0,3
hong,1,3,1,3
eugene,1,3,0,3
addictions,1,3,1,3
peacefully,1,3,0,3
tunes,1,3,0,3
tolerant,1,3,0,3
dreamworks,1,3,0,3
precursor,1,3,1,3
catches,1,3,1,3
tamper,1,3,1,3
dulling,1,3,1,3
humane,1,3,0,3
11th,1,3,1,3
drummer,1,3,0,3
96,1,3,0,3
battlefield,1,3,0,3
terri,1,3,1,3
absolute,1,3,0,3
abundant,1,3,0,3
abusing,1,3,1,3
bassist,1,3,0,3
mantle,1,3,1,3
woozy,1,3,1,3
folds,1,3,0,3
motel,1,3,1,3
ran,1,3,0,3
raid,1,3,1,3
statewide,1,3,1,3
metabolized,1,3,1,3
286,1,3,0,3
260,1,3,0,3
trafficking,1,3,0,3
doped,1,3,1,3
1930,1,3,0,3
connected,1,3,1,3
devil,1,3,0,3
1937,1,3,1,3
208,1,3,0,3
sickle,1,3,1,3
002,1,3,1,3
licenses,1,3,1,3
guilty,1,3,1,3
warriors,1,3,0,3
tajikistan,1,3,0,3
165,1,3,0,3
nuns,1,3,0,3
wearing,1,3,1,3
sang,1,3,1,3
rockers,1,3,1,3
intoxication,1,3,1,3
belonged,1,3,1,3
supplies,1,3,3,3
worth,1,3,4,3
develop,1,3,4,3
album,1,3,4,3
beside,1,3,1,3
attempting,1,3,2,3
112,1,3,1,3
cross,1,3,2,3
valued,1,3,1,3
comfortable,1,3,1,3
hungarian,1,3,1,3
supplier,1,3,2,3
plainly,1,3,1,3
ii,1,3,0,3
permit,1,3,2,3
oath,1,3,1,3
legitimate,1,3,2,3
alcoholism,1,3,2,3
operations,1,3,2,3
connection,1,3,1,3
originated,1,3,2,3
209,1,3,1,3
psychotropic,1,3,2,3
breathe,1,3,1,3
navarro,1,3,1,3
resort,1,3,2,3
refuses,1,3,1,3
taylor,1,3,1,3
650,1,3,1,3
accounts,1,3,2,3
formal,1,3,1,3
convert,1,3,2,3
forward,1,3,2,3
bryan,1,3,1,3
smoky,1,3,0,3
alleged,1,3,2,3
guide,1,3,1,3
elements,1,3,1,3
handled,1,3,1,3
palliative,1,3,1,3
pakistan,1,3,1,3
tequila,1,3,2,3
war,1,3,2,3
accepted,1,3,3,3
47,1,3,2,3
caught,1,3,3,3
crop,1,3,2,3
draining,1,3,3,3
stolen,1,3,2,3
arrested,1,3,1,3
built,1,3,2,3
eventually,1,3,3,3
turkey,1,3,2,3
writes,1,3,2,3
nervous,1,3,2,3
alternatives,1,3,3,3
leap,1,3,2,3
leg,1,3,2,3
undermine,1,3,2,3
damaging,1,3,2,3
rushed,1,3,2,3
isolated,1,3,2,3
dependency,1,3,2,3
apology,1,3,2,3
let,1,3,3,3
easing,1,3,3,3
regulated,1,3,3,3
enhance,1,3,4,3
filled,1,3,4,3
flow,1,3,3,3
hook,1,3,2,3
telling,1,3,3,3
james,1,3,3,3
complications,1,3,4,3
newspaper,1,3,3,3
lot,1,3,4,3
lying,1,3,4,3
instance,1,3,4,3
mass,1,3,3,3
stones,1,3,1,3
officials,1,3,3,3
consulting,1,3,2,3
slowing,1,3,2,3
mixing,1,3,2,3
covered,1,3,4,3
regarded,1,3,4,3
wrapped,1,3,3,3
co,1,3,4,3
shortages,1,3,4,3
whose,1,3,4,3
wonders,1,3,3,3
blocks,1,3,4,3
dry,1,3,4,3
suspected,1,3,4,3
coca,1,3,4,3
becomes,1,3,5,3
ben,1,3,3,3
helping,1,3,3,3
idea,1,3,6,3
main,1,3,5,3
post,1,3,4,3
objections,1,3,1,3
crack,1,3,1,3
aggravated,1,3,1,3
cozy,1,3,1,3
129,1,3,1,3
radiohead,1,3,1,3
gala,1,3,1,3
bred,1,3,1,3
roberts,1,3,1,3
consultation,1,3,1,3
rennie,1,3,1,3
1900,1,3,1,3
zhang,1,3,1,3
190,1,3,1,3
capsaicin,1,3,1,3
restricting,1,3,1,3
absurd,1,3,1,3
respondent,1,3,1,3
obstacles,1,3,1,3
erased,1,3,1,3
cabinets,1,3,1,3
relentlessly,1,3,1,3
98,1,3,1,3
520,1,3,1,3
accusations,1,3,1,3
bureaucratic,1,3,1,3
continuously,1,3,1,3
moaning,1,3,1,3
fracture,1,3,1,3
negligent,1,3,1,3
builders,1,3,1,3
starvation,1,3,1,3
sings,1,3,1,3
doc,1,3,1,3
uk,1,3,1,3
endures,1,3,1,3
prosecutors,1,3,1,3
violent,1,3,1,3
dominant,1,3,1,3
routes,1,3,1,3
command,1,3,1,3
swigs,1,3,1,3
elixirs,1,3,1,3
sadly,1,3,1,3
discharge,1,3,1,3
parliament,1,3,1,3
pets,1,3,1,3
ups,1,3,1,3
victoria,1,3,1,3
iraqis,1,3,1,3
sensation,1,3,1,3
concussion,1,3,1,3
ostensibly,1,3,1,3
walker,1,3,1,3
icon,1,3,1,3
similarities,1,3,1,3
surgically,1,3,1,3
deter,1,3,1,3
sued,1,3,1,3
classifies,1,3,1,3
valley,1,3,1,3
offices,1,3,1,3
earthquake,1,3,1,3
instinct,1,3,1,3
intention,1,3,1,3
securing,1,3,1,3
unemployed,1,3,1,3
choking,1,3,1,3
drove,1,3,1,3
suspects,1,3,2,3
extend,1,3,2,3
reservoir,1,3,1,3
clearance,1,3,0,3
click,1,3,1,3
sustaining,1,3,1,3
darn,1,3,1,3
sensory,1,3,1,3
tehran,1,3,1,3
teething,1,3,1,3
sophisticated,1,3,1,3
savior,1,3,2,3
steeped,1,3,2,3
designated,1,3,2,3
extraordinarily,1,3,1,3
colo,1,3,0,3
dwindling,1,3,1,3
fallen,1,3,1,3
clothing,1,3,1,3
crippling,1,3,2,3
cousins,1,3,2,3
misfortunes,1,3,1,3
clouds,1,3,1,3
surest,1,3,2,3
doyle,1,3,0,3
downtown,1,3,2,3
donation,1,3,1,3
seize,1,3,1,3
span,1,3,2,3
donors,1,3,2,3
sutures,1,3,2,3
fading,1,3,0,3
tents,1,3,1,3
excreted,1,3,2,3
sentenced,1,3,1,3
slips,1,3,1,3
chewed,1,3,2,3
digitalis,1,3,1,3
storage,1,3,2,3
smashed,1,3,2,3
enforcement,1,3,1,3
director,1,3,2,3
subdue,1,3,2,3
riddled,1,3,2,3
ridden,1,3,2,3
christopher,1,3,2,3
slipped,1,3,2,3
dies,1,3,0,3
deprive,1,3,1,3
enters,1,3,1,3
robert,1,3,2,3
systems,1,3,2,3
rites,1,3,1,3
contacted,1,3,2,3
strained,1,3,2,3
departments,1,3,2,3
sympathetic,1,3,1,3
cheat,1,3,2,3
discretion,1,3,1,3
declines,1,3,1,3
desert,1,3,2,3
sandra,1,3,2,3
characteristics,1,3,1,3
decides,1,3,2,3
classified,1,3,2,3
complained,1,3,2,3
resisted,1,3,2,3
conversion,1,3,1,3
shipping,1,3,1,3
converts,1,3,2,3
swimming,1,3,2,3
soaked,1,3,2,3
disclose,1,3,2,3
evil,1,3,2,3
charges,1,3,0,3
elias,1,3,1,3
licensing,1,3,1,3
belatedly,1,3,0,3
prematurely,1,3,2,3
belonging,1,3,2,3
lewis,1,3,2,3
typhoid,1,3,0,3
prevailing,1,3,2,3
website,1,3,1,3
airplane,1,3,2,3
alleviates,1,3,2,3
waters,1,3,2,3
learns,1,3,1,3
beers,1,3,1,3
weary,1,3,2,3
airlifted,1,3,1,3
uncommon,1,3,1,3
leo,1,3,1,3
historian,1,3,0,3
principal,1,3,1,3
loads,1,3,1,3
nirvana,1,3,0,3
grip,1,3,2,3
gravely,1,3,1,3
nicely,1,3,1,3
providers,1,3,1,3
transforms,1,3,1,3
blocked,1,3,2,3
gun,1,3,2,3
proceed,1,3,1,3
northeastern,1,3,1,3
harbor,1,3,1,3
wheelchairs,1,3,2,3
hank,1,3,1,3
affair,1,3,2,3
verge,1,3,1,3
underground,1,3,1,3
appearance,1,3,1,3
assorted,1,3,1,3
vague,1,3,2,3
isaacs,1,3,0,3
persons,1,3,1,3
palmer,1,3,2,3
intent,1,3,2,3
pass,1,3,2,3
intensifying,1,3,1,3
investigating,1,3,1,3
arteries,1,3,2,3
phased,1,3,1,3
porous,1,3,1,3
imagining,1,3,1,3
labs,1,3,1,3
organs,1,3,2,3
portrays,1,3,0,3
posters,1,3,1,3
landing,1,3,1,3
hug,1,3,1,3
huang,1,3,1,3
kilo,1,3,1,3
jimmy,1,3,1,3
authorized,1,3,2,3
analyze,1,3,0,3
untreatable,1,3,2,3
pilot,1,3,2,3
anita,1,3,1,3
willful,1,3,1,3
williams,1,3,1,3
flowed,1,3,1,3
referendum,1,3,2,3
refusing,1,3,1,3
regions,1,3,2,3
medics,1,3,1,3
bust,1,3,0,3
abnormally,1,3,1,3
wounded,1,3,2,3
850,1,3,2,3
theft,1,3,1,3
zambia,1,3,1,3
180,1,3,0,3
fate,1,3,2,3
remote,1,3,1,3
zambian,1,3,2,3
messy,1,3,2,3
metabolize,1,3,2,3
cameron,1,3,1,3
reinforce,1,3,2,3
rejected,1,3,1,3
1940,1,3,1,3
fetch,1,3,1,3
1984,1,3,2,3
margaret,1,3,1,3
loved,1,3,2,3
lynn,1,3,1,3
nepal,1,3,2,3
addressing,1,3,1,3
administrator,1,3,2,3
purse,1,3,1,3
traced,1,3,1,3
fu,1,3,1,3
neurons,1,3,1,3
mac,1,3,2,3
trailer,1,3,2,3
gen,1,3,1,3
tragic,1,3,2,3
manage,1,3,1,3
contended,1,3,3,3
dipped,1,3,2,3
demanding,1,3,2,3
continent,1,3,3,3
living,1,3,3,3
migraines,1,3,3,3
passed,1,3,2,3
willing,1,3,2,3
appreciation,1,3,3,3
stamp,1,3,1,3
admission,1,3,2,3
subsequently,1,3,3,3
1953,1,3,2,3
widening,1,3,3,3
apparent,1,3,3,3
paper,1,3,3,3
1995,1,3,3,3
kelly,1,3,3,3
waste,1,3,3,3
notably,1,3,1,3
likened,1,3,2,3
md,1,3,2,3
onto,1,3,2,3
mail,1,3,3,3
abruptly,1,3,2,3
marion,1,3,3,3
abandoned,1,3,2,3
86,1,3,3,3
daughter,1,3,3,3
kicked,1,3,3,3
confident,1,3,3,3
medicate,1,3,2,3
status,1,3,3,3
opening,1,3,3,3
withdrew,1,3,3,3
korea,1,3,2,3
stripped,1,3,2,3
silence,1,3,3,3
tide,1,3,2,3
restoring,1,3,2,3
restrictions,1,3,3,3
timed,1,3,3,3
hardened,1,3,2,3
san,1,3,3,3
examined,1,3,3,3
returned,1,3,2,3
scarce,1,3,3,3
beach,1,3,3,3
exist,1,3,3,3
teacher,1,3,3,3
uncovered,1,3,2,3
screaming,1,3,3,3
beds,1,3,3,3
club,1,3,3,3
surgeries,1,3,2,3
holmes,1,3,2,3
habits,1,3,3,3
town,1,3,3,3
quarters,1,3,3,3
together,1,3,3,3
ring,1,3,3,3
traumatic,1,3,2,3
forever,1,3,3,3
chronically,1,3,3,3
systemic,1,3,3,3
fingers,1,3,3,3
chair,1,3,3,3
intelligence,1,3,3,3
indicates,1,3,3,3
reluctant,1,3,2,3
independent,1,3,2,3
divided,1,3,3,3
variations,1,3,2,3
reports,1,3,3,3
individuals,1,3,3,3
insists,1,3,3,3
committed,1,3,2,3
replacing,1,3,3,3
cds,1,3,2,3
douglas,1,3,2,3
plausible,1,3,2,3
supporters,1,3,2,3
call,1,3,3,3
searches,1,3,3,3
please,1,3,3,3
player,1,3,3,3
intends,1,3,2,3
forehead,1,3,3,3
mechanism,1,3,4,3
references,1,3,2,3
revealed,1,3,3,3
places,1,3,3,3
imported,1,3,4,3
import,1,3,3,3
knock,1,3,3,3
device,1,3,4,3
distributed,1,3,4,3
permission,1,3,4,3
seller,1,3,3,3
philip,1,3,3,3
dropping,1,3,3,3
proportion,1,3,4,3
pulled,1,3,3,3
glass,1,3,4,3
rise,1,3,4,3
powdered,1,3,3,3
scott,1,3,4,3
prefers,1,3,3,3
primary,1,3,4,3
likewise,1,3,3,3
harmed,1,3,3,3
searched,1,3,3,3
suspect,1,3,4,3
stuck,1,3,4,3
37,1,3,4,3
buried,1,3,4,3
2000,1,3,4,3
1985,1,3,4,3
aching,1,3,4,3
worsened,1,3,4,3
tracking,1,3,4,3
billion,1,3,4,3
container,1,3,3,3
sensitivity,1,3,4,3
previously,1,3,5,3
papers,1,3,4,3
molecules,1,3,4,3
1999,1,3,5,3
inmates,1,3,0,3
testified,1,3,0,3
substitute,1,3,0,3
twenty,1,3,0,3
brand,1,3,4,3
use,1,3,2,3
obtain,1,3,1,3
upheld,1,3,0,3
identified,1,3,1,3
epilepsy,1,3,1,3
sentences,1,3,0,3
exit,1,3,0,3
duty,1,3,0,3
contends,1,3,1,3
general,1,3,0,3
vomiting,1,3,1,3
david,1,3,0,3
state,1,3,1,3
dogs,1,3,0,3
traveled,1,3,0,3
type,1,3,3,3
nationwide,1,3,1,3
ailing,1,3,3,3
problem,1,3,2,3
buy,1,3,1,3
dr,1,3,4,3
mixture,1,3,3,3
has,1,3,4,3
called,1,3,2,3
this,1,3,5,3
found,1,3,6,3
radiation,1,3,0,3
vaccine,1,3,1,3
reality,1,3,0,3
chemotherapy,1,3,0,3
nevirapine,1,3,0,3
hefty,1,3,0,3
milligram,1,3,0,3
low,1,3,1,3
daily,1,3,1,3
single,1,3,0,3
realism,1,3,0,3
skepticism,1,3,0,3
aspirin,1,3,4,3
recommended,1,3,1,3
pills,1,3,3,3
andre,1,3,0,3
mg,1,3,2,3
pill,1,3,3,3
vitamin,1,3,3,3
barbiturates,1,3,0,3
humility,1,3,0,3
medicine,1,3,4,3
lowest,1,3,0,3
microgram,1,3,0,3
radioactive,1,3,1,3
estrogen,1,3,0,3
shortest,1,3,0,3
humor,1,3,0,3
extra,1,3,0,3
higher,1,3,0,3
the,1,3,6,3
luck,1,3,0,3
maximum,1,3,0,3
good,1,3,1,3
fixed,1,3,0,3
bad,1,3,1,3
usual,1,3,1,3
polonium,1,3,0,3
lower,1,3,2,3
another,1,3,1,3
steady,1,3,0,3
exposure,1,3,0,3
got,1,3,0,3
effective,1,3,4,3
poison,1,3,1,3
flu,1,3,2,3
regimen,1,3,1,3
birth,1,3,0,3
arsenic,1,3,0,3
with,1,3,4,3
combinations,1,3,0,3
booster,1,3,0,3
optimal,1,3,0,3
therapy,1,3,2,3
hormone,1,3,2,3
one,1,3,3,3
needed,1,3,1,3
metered,1,3,0,3
dioxin,1,3,0,3
news,1,3,0,3
micrograms,1,3,1,3
placebo,1,3,3,3
thiopental,1,3,0,3
wrong,1,3,1,3
get,1,3,4,3
optimism,1,3,0,3
swine,1,3,0,3
strong,1,3,0,3
second,1,3,0,3
nostalgia,1,3,0,3
response,1,3,0,3
is,1,3,4,3
hormones,1,3,1,3
glamour,1,3,0,3
measles,1,3,0,3
that,1,3,7,3
right,1,3,2,3
toxic,1,3,0,3
depending,1,3,0,3
fresh,1,3,0,3
caution,1,3,0,3
standard,1,3,4,3
highest,1,3,1,3
prescription,1,3,4,3
triple,1,3,0,3
correct,1,3,1,3
deliver,1,3,1,3
statin,1,3,1,3
stimulus,1,3,2,3
ct,1,3,0,3
irony,1,3,0,3
sobering,1,3,0,3
testosterone,1,3,2,3
viagra,1,3,2,3
heaping,1,3,0,3
sarcasm,1,3,0,3
taking,1,3,5,3
big,1,3,1,3
vaccines,1,3,1,3
stiff,1,3,2,3
bracing,1,3,0,3
getting,1,3,0,3
crossair,1,3,0,3
propofol,1,3,0,3
adrenaline,1,3,0,3
initial,1,3,1,3
gene,1,3,1,3
repeated,1,3,0,3
self,1,3,1,3
needs,1,3,1,3
typical,1,3,1,3
safe,1,3,1,3
study,1,3,4,3
treatment,1,3,6,3
proper,1,3,3,3
was,1,3,6,3
economic,1,3,3,3
gets,1,3,1,3
pragmatism,1,3,0,3
monthly,1,3,0,3
pride,1,3,0,3
adult,1,3,2,3
warfarin,1,3,2,3
tamiflu,1,3,1,3
melatonin,1,3,1,3
inhalers,1,3,0,3
only,1,3,4,3
add,1,3,1,3
statins,1,3,1,3
discipline,1,3,1,3
h1n1,1,3,0,3
contraceptive,1,3,0,3
azt,1,3,0,3
each,1,3,2,3
need,1,3,4,3
calcium,1,3,2,3
have,1,3,3,3
patience,1,3,0,3
weekly,1,3,1,3
regular,1,3,3,3
immune,1,3,3,3
their,1,3,4,3
criticism,1,3,0,3
prozac,1,3,2,3
deadly,1,3,2,3
delivers,1,3,1,3
in,1,3,5,3
from,1,3,5,3
cynicism,1,3,0,3
confidence,1,3,1,3
polio,1,3,2,3
contraception,1,3,0,3
takes,1,3,3,3
contains,1,3,5,3
vaccination,1,3,0,3
transplant,1,3,1,3
symptoms,1,3,3,3
costs,1,3,1,3
reduced,1,3,2,3
smallest,1,3,0,3
newborn,1,3,0,3
his,1,3,5,3
cholesterol,1,3,2,3
twice,1,3,1,3
doctors,1,3,5,3
litvinenko,1,3,0,3
heparin,1,3,1,3
at,1,3,4,3
welcome,1,3,1,3
pennies,1,3,1,3
tempered,1,3,0,3
repeat,1,3,1,3
benefit,1,3,2,3
rare,1,3,3,3
day,1,3,4,3
adults,1,3,2,3
same,1,3,4,3
bigger,1,3,1,3
adjust,1,3,1,3
truth,1,3,1,3
vitamins,1,3,4,3
required,1,3,2,3
heavier,1,3,0,3
swallowed,1,3,2,3
take,1,3,6,3
supplements,1,3,3,3
liver,1,3,4,3
lowering,1,3,2,3
virus,1,3,2,3
will,1,3,4,3
swallow,1,3,2,3
provides,1,3,2,3
20,1,3,2,3
but,1,3,6,3
exposed,1,3,2,3
provided,1,3,2,3
hiv,1,3,1,3
duration,1,3,1,3
children,1,3,5,3
also,1,3,5,3
even,1,3,6,3
time,1,3,4,3
measured,1,3,0,3
harsh,1,3,3,3
studies,1,3,6,3
dem,1,3,0,3
cyanide,1,3,0,3
tylenol,1,3,4,3
gives,1,3,2,3
when,1,3,6,3
avastin,1,3,0,3
charisma,1,3,0,3
heady,1,3,1,3
exceed,1,3,0,3
hearty,1,3,0,3
bone,1,3,2,3
they,1,3,6,3
experimental,1,3,2,3
infectious,1,3,2,3
average,1,3,0,3
very,1,3,3,3
humans,1,3,2,3
own,1,3,3,3
what,1,3,4,3
version,1,3,2,3
anti,1,3,7,3
nightly,1,3,0,3
requisite,1,3,0,3
satire,1,3,0,3
multi,1,3,0,3
added,1,3,4,3
immunity,1,3,1,3
vial,1,3,1,3
less,1,3,3,3
little,1,3,5,3
mega,1,3,0,3
months,1,3,2,3
fertilizer,1,3,1,3
drama,1,3,0,3
rem,1,3,0,3
mixed,1,3,3,3
those,1,3,6,3
he,1,3,8,3
would,1,3,5,3
took,1,3,4,3
require,1,3,2,3
provide,1,3,4,3
breast,1,3,3,3
method,1,3,3,3
women,1,3,4,3
do,1,3,4,3
about,1,3,7,3
researchers,1,3,7,3
annual,1,3,1,3
bloodstream,1,3,0,3
first,1,3,4,3
optimum,1,3,0,3
chemo,1,3,1,3
shock,1,3,2,3
wholesale,1,3,0,3
inspiration,1,3,1,3
may,1,3,8,3
reassurance,1,3,0,3
excitement,1,3,0,3
digoxin,1,3,0,3
progestin,1,3,0,3
reduce,1,3,4,3
cost,1,3,4,3
harmful,1,3,4,3
said,1,3,6,3
intended,1,3,4,3
recommend,1,3,4,3
recommends,1,3,3,3
trials,1,3,3,3
effectiveness,1,3,3,3
swiss,1,3,2,3
bitter,1,3,2,3
celebrex,1,3,2,3
compared,1,3,4,3
ample,1,3,1,3
enthusiasm,1,3,0,3
austerity,1,3,1,3
week,1,3,4,3
people,1,3,5,3
chlorine,1,3,1,3
suspense,1,3,0,3
suggest,1,3,4,3
too,1,3,3,3
sugar,1,3,2,3
mmr,1,3,0,3
misoprostol,1,3,0,3
mumps,1,3,0,3
crestor,1,3,0,3
adversity,1,3,0,3
daly,1,3,0,3
depressant,1,3,0,3
its,1,3,8,3
fda,1,3,6,3
if,1,3,5,3
should,1,3,6,3
thyroid,1,3,1,3
brings,1,3,1,3
quick,1,3,2,3
politics,1,3,2,3
every,1,3,4,3
contain,1,3,4,3
potentially,1,3,4,3
cheer,1,3,0,3
nt,1,3,0,3
gamma,1,3,0,3
lipitor,1,3,0,3
collective,1,3,0,3
antidepressants,1,3,1,3
charm,1,3,1,3
ingredient,1,3,6,3
had,1,3,7,3
are,1,3,5,3
pepper,1,3,2,3
equal,1,3,2,3
new,1,3,5,3
just,1,3,5,3
year,1,3,5,3
while,1,3,5,3
monkeys,1,3,0,3
pesticide,1,3,0,3
intensity,1,3,0,3
spores,1,3,1,3
fowl,1,3,1,3
vaccinated,1,3,0,3
zocor,1,3,0,3
folic,1,3,1,3
contraceptives,1,3,0,3
nice,1,3,1,3
thinner,1,3,1,3
doubling,1,3,1,3
costing,1,3,1,3
maintenance,1,3,1,3
weeks,1,3,2,3
after,1,3,4,3
plus,1,3,2,3
offered,1,3,4,3
75,1,3,2,3
shown,1,3,5,3
data,1,3,3,3
pregnant,1,3,3,3
three,1,3,2,3
humour,1,3,0,3
intrigue,1,3,0,3
whopping,1,3,0,3
sinovac,1,3,0,3
cells,1,3,2,3
trial,1,3,3,3
providing,1,3,2,3
last,1,3,4,3
precise,1,3,2,3
poisoned,1,3,2,3
calculated,1,3,1,3
tetanus,1,3,0,3
investors,1,3,2,3
fear,1,3,1,3
fraction,1,3,1,3
encouraging,1,3,2,3
might,1,3,5,3
adding,1,3,4,3
physician,1,3,3,3
possible,1,3,4,3
able,1,3,3,3
real,1,3,3,3
then,1,3,6,3
325,1,3,1,3
calculate,1,3,0,3
airline,1,3,0,3
mutant,1,3,1,3
poultry,1,3,0,3
antigen,1,3,0,3
carotene,1,3,1,3
resveratrol,1,3,0,3
immunization,1,3,1,3
antiretroviral,1,3,1,3
fantasy,1,3,0,3
humiliation,1,3,0,3
indicate,1,3,0,3
works,1,3,6,3
capsules,1,3,3,3
instant,1,3,4,3
minutes,1,3,1,3
antidote,1,3,1,3
fairly,1,3,2,3
scan,1,3,0,3
acid,1,3,6,3
mercury,1,3,1,3
maybe,1,3,4,3
supplement,1,3,3,3
six,1,3,4,3
protection,1,3,3,3
escapism,1,3,0,3
satisfying,1,3,0,3
unwelcome,1,3,0,3
sentiment,1,3,0,3
reconstruction,1,3,0,3
rads,1,3,0,3
irreverence,1,3,0,3
patriotism,1,3,0,3
administers,1,3,0,3
msv,1,3,0,3
scanners,1,3,0,3
smaller,1,3,1,3
tolerate,1,3,3,3
wit,1,3,2,3
fortune,1,3,2,3
thrown,1,3,1,3
unexpected,1,3,1,3
how,1,3,6,3
so,1,3,6,3
results,1,3,5,3
show,1,3,3,3
morning,1,3,4,3
often,1,3,7,3
adds,1,3,2,3
men,1,3,3,3
energy,1,3,3,3
seems,1,3,4,3
least,1,3,4,3
sick,1,3,2,3
24,1,3,3,3
painful,1,3,3,3
proportional,1,3,1,3
execution,1,3,0,3
reserve,1,3,1,3
recipients,1,3,1,3
benadryl,1,3,1,3
motivation,1,3,1,3
whimsy,1,3,0,3
contained,1,3,5,3
were,1,3,7,3
publicity,1,3,2,3
showing,1,3,3,3
child,1,3,4,3
within,1,3,4,3
offers,1,3,4,3
sunshine,1,3,1,3
nationalism,1,3,1,3
botox,1,3,0,3
injects,1,3,1,3
commentary,1,3,1,3
minimal,1,3,1,3
sustained,1,3,2,3
cumulative,1,3,0,3
badly,1,3,1,3
celebrity,1,3,0,3
labor,1,3,1,3
diet,1,3,6,3
us,1,3,5,3
better,1,3,3,3
absorbed,1,3,2,3
viewers,1,3,0,3
interest,1,3,2,3
infected,1,3,2,3
ensure,1,3,2,3
essentially,1,3,2,3
whether,1,3,6,3
now,1,3,6,3
third,1,3,4,3
users,1,3,2,3
turns,1,3,3,3
know,1,3,4,3
term,1,3,4,3
progesterone,1,3,0,3
dlrs,1,3,0,3
alli,1,3,0,3
shillings,1,3,0,3
lifetime,1,3,3,3
still,1,3,5,3
lowered,1,3,3,3
rather,1,3,5,3
adverse,1,3,3,3
protect,1,3,4,3
re,1,3,3,3
years,1,3,4,3
down,1,3,4,3
hard,1,3,4,3
advised,1,3,2,3
we,1,3,6,3
mevacor,1,3,0,3
refreshing,1,3,0,3
isotope,1,3,1,3
fatalism,1,3,0,3
accordingly,1,3,1,3
lasts,1,3,0,3
curiosity,1,3,1,3
evening,1,3,0,3
toxin,1,3,1,3
stockpile,1,3,1,3
dopamine,1,3,0,3
diaz,1,3,0,3
them,1,3,6,3
vinegar,1,3,1,3
antibodies,1,3,2,3
overdue,1,3,2,3
courage,1,3,1,3
chickenpox,1,3,1,3
dollars,1,3,2,3
formulation,1,3,2,3
comedy,1,3,1,3
jackson,1,3,1,3
repeating,1,3,1,3
greeted,1,3,1,3
hepatitis,1,3,1,3
reasonable,1,3,2,3
improvement,1,3,2,3
uncertainty,1,3,1,3
influenza,1,3,3,3
rays,1,3,2,3
style,1,3,2,3
financial,1,3,2,3
depression,1,3,2,3
culture,1,3,1,3
wednesday,1,3,2,3
asthma,1,3,3,3
smallpox,1,3,3,3
dangerous,1,3,2,3
once,1,3,7,3
determined,1,3,1,3
offering,1,3,3,3
yet,1,3,4,3
experience,1,3,3,3
subjects,1,3,2,3
come,1,3,4,3
stroke,1,3,2,3
infants,1,3,2,3
expect,1,3,3,3
caused,1,3,5,3
course,1,3,4,3
longer,1,3,4,3
likely,1,3,4,3
off,1,3,5,3
offer,1,3,4,3
serious,1,3,5,3
must,1,3,4,3
up,1,3,7,3
before,1,3,5,3
suggested,1,3,6,3
suggests,1,3,6,3
active,1,3,6,3
makes,1,3,7,3
over,1,3,7,3
pravachol,1,3,0,3
epinephrine,1,3,0,3
melodrama,1,3,0,3
flumist,1,3,0,3
kitsch,1,3,0,3
practicality,1,3,0,3
scepticism,1,3,0,3
oestrogen,1,3,0,3
bupropion,1,3,0,3
populism,1,3,0,3
pentobarbital,1,3,0,3
prevnar,1,3,0,3
upbeat,1,3,0,3
xanax,1,3,0,3
dash,1,3,0,3
ingest,1,3,0,3
gloomy,1,3,0,3
marrow,1,3,1,3
hospitality,1,3,0,3
deja,1,3,0,3
outrage,1,3,0,3
gossip,1,3,1,3
paranoia,1,3,0,3
wishful,1,3,0,3
clot,1,3,1,3
