pair,label,prop-specific,non-specific,p,l,n,i,r,b,u
"('fly', 'fryer')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'lorry')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'goatfish')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'emu')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'truck')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'mammal')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'roebuck')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'gnu')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'knot')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'mola')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'skimmer')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'buffalo')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'bearcat')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'howler')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'groundhog')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'grouper')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'tractor')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'ape')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'catfish')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'minnow')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'bream')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'rudd')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'mangabey')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'lion')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'bogie')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'ratite')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'hog')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'sharpie')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'shell')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'stock')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'sheepshead')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'toadfish')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'coupe')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'turtle')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'steamer')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'junk')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'stallion')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'mouse')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'pussy')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'phaeton')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'potoroo')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'amberjack')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'velocipede')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'trailer')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'poacher')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'pinniped')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'minesweeper')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'sunfish')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'sloop')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'chow')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'giraffe')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('fly', 'ass')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'bayonet')",pos,3.0,32.666666666666664,0.0,2.0,1.0,15.666666666666666,17.0,0.0,194.0
"('dangerous', 'gunman')",pos,5.0,30.333333333333332,1.0,3.0,1.0,13.666666666666666,16.666666666666668,0.0,209.0
"('dangerous', 'freebooter')",pos,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,22.333333333333332
"('dangerous', 'mallet')",pos,0.6666666666666666,7.0,0.0,0.6666666666666666,0.0,2.3333333333333335,4.666666666666667,0.0,63.0
"('dangerous', 'alligator')",pos,3.8,31.6,1.0,2.0,0.8,13.2,18.4,0.0,260.6
"('dangerous', 'tiger')",pos,6.0,48.75,1.0,4.0,1.0,22.5,26.25,0.0,383.5
"('dangerous', 'scorpion')",pos,6.0,39.333333333333336,1.0,4.0,1.0,20.666666666666668,18.666666666666668,0.0,269.0
"('dangerous', 'war')",pos,5.5,50.0,1.0,3.5,1.0,23.0,27.0,0.0,427.5
"('dangerous', 'traitor')",pos,5.0,35.333333333333336,1.0,3.0,1.0,13.333333333333334,22.0,0.0,242.66666666666666
"('dangerous', 'grenade')",pos,5.0,23.5,0.0,4.0,1.0,14.5,9.0,0.0,53.5
"('dangerous', 'bootlegger')",pos,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,61.333333333333336
"('dangerous', 'neurotoxin')",pos,1.0,15.0,1.0,0.0,0.0,7.0,8.0,0.0,84.0
"('dangerous', 'revolver')",pos,3.3333333333333335,24.666666666666668,0.3333333333333333,2.0,1.0,12.666666666666666,12.0,0.0,191.33333333333334
"('dangerous', 'pentobarbital')",pos,0.0,6.5,0.0,0.0,0.0,4.5,2.0,0.0,34.5
"('dangerous', 'arrow')",pos,4.25,49.25,0.0,3.25,1.0,21.5,27.75,0.0,339.5
"('dangerous', 'grapeshot')",pos,3.0,18.0,0.0,2.0,1.0,7.0,11.0,0.0,71.33333333333333
"('dangerous', 'virus')",pos,5.0,27.666666666666668,1.0,4.0,0.0,10.0,17.666666666666668,0.0,186.33333333333334
"('dangerous', 'bolo')",pos,1.0,17.0,0.0,0.0,1.0,9.25,7.75,0.0,96.0
"('dangerous', 'morphine')",pos,3.5,14.0,1.0,2.5,0.0,7.0,7.0,0.0,177.0
"('dangerous', 'venom')",pos,6.0,41.0,1.0,4.0,1.0,20.5,20.5,0.0,225.5
"('dangerous', 'handgun')",pos,5.0,26.0,1.0,3.0,1.0,12.0,14.0,0.0,160.66666666666666
"('dangerous', 'acaridae')",pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
"('dangerous', 'shotgun')",pos,5.0,29.333333333333332,0.0,4.0,1.0,14.0,15.333333333333334,0.0,207.33333333333334
"('dangerous', 'henchman')",pos,5.0,34.0,1.0,3.0,1.0,17.666666666666668,16.333333333333332,0.0,150.0
"('dangerous', 'plot')",pos,5.0,41.0,1.0,3.0,1.0,16.666666666666668,24.333333333333332,0.0,393.6666666666667
"('dangerous', 'terrorism')",pos,4.5,39.5,1.0,2.5,1.0,19.0,20.5,0.0,325.0
"('dangerous', 'adze')",pos,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,56.75
"('dangerous', 'mafioso')",pos,2.0,7.0,0.0,2.0,0.0,3.0,4.0,0.0,60.333333333333336
"('dangerous', 'conspiracy')",pos,5.5,39.5,1.0,3.5,1.0,16.0,23.5,0.0,218.0
"('dangerous', 'punk')",pos,0.5,19.5,0.0,0.5,0.0,9.5,10.0,0.0,151.75
"('dangerous', 'killer')",pos,4.5,39.25,1.0,2.5,1.0,15.5,23.75,0.0,180.5
"('dangerous', 'hippopotamus')",pos,3.5,16.75,1.0,2.5,0.0,6.25,10.5,0.0,114.25
"('dangerous', 'scimitar')",pos,2.0,22.666666666666668,0.0,2.0,0.0,14.333333333333334,8.333333333333334,0.0,94.0
"('dangerous', 'blunderbuss')",pos,2.0,8.0,0.0,1.0,1.0,5.0,3.0,0.0,45.333333333333336
"('dangerous', 'warhead')",pos,4.0,34.0,1.0,2.0,1.0,17.0,17.0,0.0,268.0
"('dangerous', 'raper')",pos,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,49.333333333333336
"('dangerous', 'harpoon')",pos,4.0,26.5,1.0,2.0,1.0,16.5,10.0,0.0,132.0
"('dangerous', 'conspirator')",pos,4.0,15.666666666666666,1.0,2.0,1.0,6.0,9.666666666666666,0.0,89.0
"('dangerous', 'saxitoxin')",pos,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,27.5
"('dangerous', 'sword')",pos,6.0,50.0,1.0,4.0,1.0,21.333333333333332,28.666666666666668,0.0,313.0
"('dangerous', 'mattock')",pos,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,43.75
"('dangerous', 'malaria')",pos,4.0,31.0,1.0,2.5,0.5,12.0,19.0,0.0,275.0
"('dangerous', 'snake')",pos,4.0,40.5,1.0,3.0,0.0,17.5,23.0,0.0,241.0
"('dangerous', 'reduviidae')",pos,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0
"('dangerous', 'knife')",pos,5.6,43.8,1.0,3.6,1.0,18.2,25.6,0.0,272.0
"('dangerous', 'marlinspike')",pos,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0
"('dangerous', 'missile')",pos,4.75,25.5,0.25,3.5,1.0,16.75,8.75,0.0,160.75
"('dangerous', 'dose')",pos,2.6666666666666665,21.333333333333332,1.0,1.6666666666666667,0.0,10.333333333333334,11.0,0.0,193.66666666666666
"('dangerous', 'hack')",pos,3.1666666666666665,22.833333333333332,1.0,2.1666666666666665,0.0,9.0,13.833333333333334,0.0,247.5
"('dangerous', 'weapon')",pos,6.0,55.666666666666664,1.0,4.0,1.0,27.333333333333332,28.333333333333332,0.0,414.6666666666667
"('dangerous', 'pistol')",pos,5.0,31.666666666666668,1.0,3.0,1.0,15.333333333333334,16.333333333333332,0.0,163.66666666666666
"('dangerous', 'nitrazepam')",pos,1.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,42.5
"('dangerous', 'methamphetamine')",pos,3.0,13.5,1.0,2.0,0.0,8.0,5.5,0.0,175.0
"('dangerous', 'poison')",pos,6.0,50.5,1.0,4.0,1.0,25.5,25.0,0.0,291.5
"('dangerous', 'nightstick')",pos,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,38.0
"('dangerous', 'bow')",pos,5.25,34.5,1.0,3.25,1.0,14.75,19.75,0.0,245.0
"('dangerous', 'gun')",pos,5.75,45.75,0.75,4.0,1.0,22.5,23.25,0.0,323.75
"('dangerous', 'blade')",pos,6.0,37.0,1.0,4.0,1.0,17.2,19.8,0.0,307.8
"('dangerous', 'hijacker')",pos,4.0,16.0,1.0,2.0,1.0,6.0,10.0,0.0,84.33333333333333
"('dangerous', 'hammer')",pos,6.0,38.666666666666664,1.0,4.0,1.0,17.0,21.666666666666668,0.0,253.0
"('dangerous', 'doodlebug')",pos,2.0,5.0,0.0,2.0,0.0,2.0,3.0,0.0,34.4
"('dangerous', 'club')",pos,0.6666666666666666,18.333333333333332,0.0,0.6666666666666666,0.0,7.0,11.333333333333334,0.0,335.6666666666667
"('dangerous', 'racketeer')",pos,0.0,2.6666666666666665,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,24.666666666666668
"('dangerous', 'firearm')",pos,5.0,32.0,1.0,3.0,1.0,16.0,16.0,0.0,213.33333333333334
"('dangerous', 'buckshot')",pos,1.0,15.0,0.0,1.0,0.0,9.0,6.0,0.0,78.33333333333333
"('dangerous', 'phencyclidine')",pos,1.0,4.0,0.0,1.0,0.0,3.0,1.0,0.0,50.5
"('dangerous', 'sniper')",pos,3.0,32.5,0.0,2.0,1.0,18.0,14.5,0.0,176.0
"('dangerous', 'attack')",pos,6.0,60.0,1.0,4.0,1.0,26.0,34.0,0.0,451.0
"('dangerous', 'shaft')",pos,3.0,19.5,1.0,2.0,0.0,6.25,13.25,0.0,212.0
"('dangerous', 'fire')",pos,6.0,57.5,1.0,4.0,1.0,22.75,34.75,0.0,477.5
"('dangerous', 'gang')",pos,6.0,52.333333333333336,1.0,4.0,1.0,21.666666666666668,30.666666666666668,0.0,349.3333333333333
"('dangerous', 'torpedo')",pos,3.25,33.125,0.0,2.25,1.0,18.0,15.125,0.0,192.375
"('dangerous', 'scalpel')",pos,3.0,14.75,1.0,2.0,0.0,7.75,7.0,0.0,84.25
"('dangerous', 'fusil')",pos,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,21.666666666666668
"('dangerous', 'thief')",pos,5.0,35.333333333333336,1.0,3.0,1.0,16.0,19.333333333333332,0.0,244.66666666666666
"('dangerous', 'coyote')",pos,2.6,28.6,0.8,1.8,0.0,10.8,17.8,0.0,204.8
"('dangerous', 'naproxen')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'gutter')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'typhlopidae')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'menthol')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'remedy')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'slice')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'nursing')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'prelacy')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'aspirin')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'iodine')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'buffer')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'lister')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'turtle')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'crowbar')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'rabbit')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'tap')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'file')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'blender')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'rod')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'beetle')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'langur')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'colchicine')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'elixir')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'bill')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'crease')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'fork')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'pusher')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'businessman')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'sulfonamide')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'ointment')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'unction')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'laxative')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'soup')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'cardinalate')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'jack')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'pestle')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'hornbill')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'gentamicin')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'goat')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'glove')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'isoniazid')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'penicillin')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'dip')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'tuck')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'stamper')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'bucket')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'ciprofloxacin')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'arm')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'starter')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'flack')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'bar')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'hoe')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'mop')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'opener')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'toad')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'cure')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'plane')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'clipper')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('dangerous', 'spud')",neg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('wings', 'stork')",pos,1.75,19.75,0.0,1.75,0.0,12.25,7.5,0.0,94.25
"('wings', 'crake')",pos,0.0,4.25,0.0,0.0,0.0,3.0,1.25,0.0,31.75
"('wings', 'skylark')",pos,2.0,15.5,0.0,2.0,0.0,11.25,3.75,0.5,56.75
"('wings', 'hawk')",pos,6.0,34.75,0.0,6.0,0.0,20.75,13.0,1.0,132.5
"('wings', 'airplane')",pos,6.0,34.666666666666664,0.0,6.0,0.0,18.333333333333332,15.333333333333334,1.0,163.0
"('wings', 'stilt')",pos,0.0,6.0,0.0,0.0,0.0,3.75,2.25,0.0,34.25
"('wings', 'marabou')",pos,2.0,6.4,0.0,2.0,0.0,2.8,2.6,1.0,10.6
"('wings', 'duck')",pos,2.0,26.333333333333332,0.0,2.0,0.0,15.666666666666666,10.333333333333334,0.3333333333333333,156.5
"('wings', 'mosquito')",pos,6.0,19.666666666666668,0.0,6.0,0.0,10.0,9.666666666666666,0.0,56.333333333333336
"('wings', 'grosbeak')",pos,1.0,5.0,0.0,1.0,0.0,3.0,2.0,0.0,24.5
"('wings', 'jackdaw')",pos,2.0,9.5,0.0,2.0,0.0,6.0,3.5,0.0,33.5
"('wings', 'chicken')",pos,1.0,22.8,0.0,1.0,0.0,14.2,8.4,0.2,127.6
"('wings', 'gull')",pos,3.0,12.25,0.0,3.0,0.0,8.25,4.0,0.0,37.75
"('wings', 'damselfly')",pos,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,18.666666666666668
"('wings', 'insect')",pos,4.0,8.333333333333334,0.0,4.0,0.0,2.3333333333333335,6.0,0.0,98.0
"('wings', 'crow')",pos,2.5,13.0,0.0,2.5,0.0,10.25,2.75,0.0,88.25
"('wings', 'airliner')",pos,6.0,28.0,0.0,6.0,0.0,13.0,14.0,1.0,78.33333333333333
"('wings', 'cricket')",pos,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,66.33333333333333
"('wings', 'megapode')",pos,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,11.0
"('wings', 'plane')",pos,6.0,31.5,0.0,6.0,0.0,15.75,15.5,0.25,122.0
"('wings', 'wasp')",pos,5.0,20.333333333333332,0.0,5.0,0.0,10.0,10.333333333333334,0.0,78.0
"('wings', 'canary')",pos,0.0,4.25,0.0,0.0,0.0,4.25,0.0,0.0,23.75
"('wings', 'gadfly')",pos,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,42.666666666666664
"('wings', 'sheldrake')",pos,1.0,6.0,0.0,1.0,0.0,5.0,1.0,0.0,34.0
"('wings', 'wren')",pos,1.0,12.0,0.0,1.0,0.0,10.0,2.0,0.0,63.25
"('wings', 'quail')",pos,2.0,25.6,0.0,2.0,0.0,16.2,9.0,0.4,124.4
"('wings', 'sawfly')",pos,0.6666666666666666,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,0.0,20.666666666666668
"('wings', 'lark')",pos,1.75,12.0,0.0,1.75,0.0,9.75,2.0,0.25,63.5
"('wings', 'tortrix')",pos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
"('wings', 'currawong')",pos,0.0,4.25,0.0,0.0,0.0,3.0,1.25,0.0,22.0
"('wings', 'weka')",pos,0.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,22.75
"('wings', 'angel')",pos,3.0,12.5,0.0,3.0,0.0,6.0,5.5,1.0,175.0
"('wings', 'spoonbill')",pos,1.0,5.25,0.0,1.0,0.0,5.0,0.25,0.0,27.75
"('wings', 'pigeon')",pos,5.0,20.75,0.0,5.0,0.0,14.0,6.25,0.5,102.0
"('wings', 'drosophila')",pos,2.0,0.6666666666666666,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,6.666666666666667
"('wings', 'roach')",pos,0.5,6.75,0.0,0.5,0.0,4.5,2.0,0.25,64.25
"('wings', 'eagle')",pos,6.0,35.4,0.0,6.0,0.0,19.8,14.6,1.0,159.8
"('wings', 'rooster')",pos,0.5,16.25,0.0,0.5,0.0,10.75,5.5,0.0,100.25
"('wings', 'vireo')",pos,0.0,3.5,0.0,0.0,0.0,3.0,0.5,0.0,19.75
"('wings', 'shoveler')",pos,1.0,6.0,0.0,1.0,0.0,5.75,0.25,0.0,13.25
"('wings', 'gnat')",pos,6.0,14.666666666666666,0.0,6.0,0.0,7.666666666666667,6.666666666666667,0.3333333333333333,47.333333333333336
"('wings', 'grackle')",pos,0.0,8.25,0.0,0.0,0.0,4.0,4.25,0.0,18.0
"('wings', 'albatross')",pos,4.25,23.25,0.0,4.25,0.0,12.5,9.75,1.0,84.5
"('wings', 'egret')",pos,0.0,12.25,0.0,0.0,0.0,10.0,2.25,0.0,28.0
"('wings', 'grasshopper')",pos,4.8,14.6,0.0,4.8,0.0,7.8,6.6,0.2,123.0
"('wings', 'bat')",pos,5.0,11.5,0.0,5.0,0.0,6.5,5.0,0.0,90.25
"('wings', 'catbird')",pos,0.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,25.75
"('wings', 'hen')",pos,3.4,24.4,0.0,3.4,0.0,16.0,8.2,0.2,167.8
"('wings', 'owl')",pos,2.0,16.0,0.0,2.0,0.0,11.75,4.25,0.0,68.0
"('wings', 'robin')",pos,0.75,8.5,0.0,0.75,0.0,8.0,0.5,0.0,90.5
"('wings', 'brant')",pos,3.25,4.75,0.0,3.25,0.0,4.75,0.0,0.0,58.5
"('wings', 'bird')",pos,5.571428571428571,32.42857142857143,0.0,5.571428571428571,0.0,20.0,12.0,0.42857142857142855,187.57142857142858
"('wings', 'tattler')",pos,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0
"('wings', 'moth')",pos,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
"('wings', 'accentor')",pos,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,9.75
"('wings', 'drone')",pos,5.8,28.2,0.0,5.8,0.0,13.4,13.8,1.0,120.6
"('wings', 'trogon')",pos,1.5,4.5,0.0,1.5,0.0,4.0,0.5,0.0,16.0
"('wings', 'petrel')",pos,2.75,7.0,0.0,2.75,0.0,4.75,2.25,0.0,42.25
"('wings', 'pintail')",pos,1.0,8.0,0.0,1.0,0.0,5.75,2.25,0.0,27.5
"('wings', 'fowl')",pos,2.0,21.4,0.0,2.0,0.0,14.0,7.4,0.0,107.6
"('wings', 'eider')",pos,0.0,8.5,0.0,0.0,0.0,6.0,2.5,0.0,44.5
"('wings', 'mealybug')",pos,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
"('wings', 'nightingale')",pos,0.75,6.75,0.0,0.75,0.0,6.0,0.75,0.0,59.25
"('wings', 'weaver')",pos,0.25,9.0,0.0,0.25,0.0,6.25,2.5,0.25,96.0
"('wings', 'archaeopteryx')",pos,2.0,7.75,0.0,2.0,0.0,3.0,4.75,0.0,43.0
"('wings', 'warbler')",pos,0.0,9.0,0.0,0.0,0.0,6.5,2.5,0.0,36.25
"('wings', 'beetle')",pos,0.0,1.25,0.0,0.0,0.0,0.0,1.25,0.0,2.5
"('wings', 'whitethroat')",pos,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,13.75
"('wings', 'hydroplane')",pos,2.0,10.0,0.0,2.0,0.0,6.0,4.0,0.0,36.333333333333336
"('wings', 'guinea')",pos,1.0,6.8,0.0,1.0,0.0,4.4,2.4,0.0,14.0
